Players,TOI(sec),TOI(min),OZst%,SOO,SOOΔ,SOT,XGA,XGF%,XGF
"#14 Nick Suzuki, #13 Cole Caufield, #20 Juraj Slafkovsky",42398.36666666668,"706:38",0.3948787061994609,25.100991765125713,-0.06503068635695756,25.03596107876876,0.9502718015272231,0.5468003704319829,1.1465344170325924
"#11 Brendan Gallagher, #17 Josh Anderson, #28 Christian Dvorak",32652.066666666666,"544:12",0.22434782608695653,23.995510409045245,-1.0737269924446908,22.921783416600622,0.801715817480401,0.5232190122843412,0.8798021921230479
"#40 Joel Armia, #71 Jake Evans, #51 Emil Heineman",18862.333333333336,"314:22",0.1580547112462006,23.610123093635544,-2.44341668493004,21.166706408705487,0.5223130395404789,0.5509305130564481,0.6407876714328629
"#92 Patrik Laine, #77 Kirby Dach, #15 Alex Newhook",12606.533333333335,"210:07",0.48947368421052634,23.22400596728351,0.43453165789010767,23.65853762517364,0.9897580837503648,0.414140159518562,0.699652958551183
"#14 Nick Suzuki, #13 Cole Caufield, #15 Alex Newhook",6830.5666666666675,"113:51",0.4392523364485981,23.080379308297566,2.268967400649272,25.349346708946793,1.1454965698729684,0.5521281677300002,1.4121471293682133
"#11 Brendan Gallagher, #17 Josh Anderson, #71 Jake Evans",5680.133333333331,"94:40",0.15789473684210525,25.28344191787781,-1.6081536715238423,23.675288246353972,1.160988264296721,0.4708765152597899,1.0331843585018021
"#14 Nick Suzuki, #13 Cole Caufield, #77 Kirby Dach",4843.533333333331,"80:44",0.39436619718309857,25.05802685761592,-1.7801815263770597,23.277845331238915,0.8113792749701481,0.5764814798210065,1.1044266138189216
"#40 Joel Armia, #77 Kirby Dach, #15 Alex Newhook",3572.2000000000007,"59:32",0.2653061224489796,29.460854498480074,-9.114245532527553,20.346608965952502,1.393184006493314,0.36593176940644145,0.8040306452944573
"#40 Joel Armia, #17 Josh Anderson, #71 Jake Evans",3416.666666666667,"56:57",0.11363636363636363,23.80087872771347,-0.6743935273277121,23.126485200385776,1.328192771403346,0.4647247314973778,1.1531338460561704
"#40 Joel Armia, #71 Jake Evans, #55 Michael Pezzetta",3289.4666666666662,"54:49",0.08163265306122448,20.665952269177186,-2.482339253955911,18.183613015221294,0.5285861606604224,0.41646765843207084,0.37725251014937633
"#14 Nick Suzuki, #77 Kirby Dach, #20 Juraj Slafkovsky",3115.566666666665,"51:56",0.5,24.45023722741659,-2.282977535072316,22.167259692344295,0.6833554976444464,0.49612810315807265,0.6728532965499755
"#92 Patrik Laine, #15 Alex Newhook, #89 Joshua Roy",3089.699999999996,"51:30",0.5675675675675675,22.134266009453405,0.6270100279912968,22.761276037444713,1.0995152685818395,0.4346656350183916,0.8453784734032408
"#92 Patrik Laine, #77 Kirby Dach, #20 Juraj Slafkovsky",2966.2999999999997,"49:26",0.4166666666666667,23.773077400757966,-3.0095977241827017,20.763479676575272,1.3339586269195338,0.24181487985303335,0.4254515639068955
"#14 Nick Suzuki, #13 Cole Caufield",2831.499999999999,"47:11",0.3,36.45632304298788,3.5595021355569614,40.01582517854486,1.597977646317517,0.4776807469656,1.4614111030615413
"#17 Josh Anderson, #77 Kirby Dach, #15 Alex Newhook",2661.466666666667,"44:21",0.40350877192982454,21.51329346491345,5.441732618473809,26.955026083387253,1.4783377529588133,0.36226113089707407,0.8397548466632138
