period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",STL,MIN,19,30,"['8475760', '8477573', '8480281']","['8475753', '8481598']","['8475220', '8475765', '8478493']","['8478136', '8482122']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+,"centerfodot, righthandedopponent",STL,MIN,19,30,"['8475760', '8477573', '8480281']","['8475753', '8481598']","['8475220', '8475765', '8478493']","['8478136', '8482122']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",STL,MIN,19,30,"['8475170', '8479385', '8482077']","['8475753', '8481598']","['8475220', '8475765', '8478493']","['8478136', '8482122']",5,5,5v5
