period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, righthandedopponent",SJS,VGK,28,54,"['8471817', '8476624', '8478874']","['8475200', '8482166']","['8476925', '8478434', '8479353']","['8478468', '8481527']",5,5,5v5
2,1200.0,nz,NZ FACE OFF+,"centerfodot, righthandedopponent",SJS,VGK,28,54,"['8471817', '8476624', '8478874']","['8475200', '8482166']","['8476925', '8478434', '8479353']","['8478468', '8481527']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, righthandedopponent",SJS,VGK,28,54,"['8471817', '8476624', '8478874']","['8475200', '8482166']","['8476925', '8478434', '8479353']","['8478468', '8480727']",5,5,5v5
4,3600.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",SJS,VGK,28,54,"['8477505', '8484801']",['8475181'],"['8478403', '8478483']",['8477447'],3,3,3v3
