,time_together
8482803_vs_8482964,14
8476885_vs_8478851,17
8476885_vs_8482964,14
8478851_vs_8482803,18
8475462_vs_8478851,12
8475462_vs_8482964,10
8481605_vs_8482964,12
8478851_vs_8481605,12
8475462_vs_8476875,16
8476875_vs_8481605,20
8475462_vs_8483457,16
8481605_vs_8483457,16
8481563_vs_8483457,14
8476875_vs_8481563,13
8475208_vs_8476875,17
8475208_vs_8475233,9
8475233_vs_8481563,7
8475208_vs_8483457,18
8475233_vs_8476885,11
8476885_vs_8481593,10
8481593_vs_8482803,10
8475233_vs_8482803,11
8476875_vs_8476885,15
8476885_vs_8483457,16
8482803_vs_8483457,13
8476875_vs_8482803,13
8481593_vs_8481605,10
8475233_vs_8481605,12
8475462_vs_8481593,9
8475233_vs_8475462,7
8481563_vs_8482964,9
8478851_vs_8481563,9
8475208_vs_8482964,10
8475208_vs_8478851,10
8475208_vs_8481593,9
8481563_vs_8481593,7
