period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",NYI,NSH,2,18,"['8475151', '8475754', '8481601']","['8476917', '8480865']","['8475158', '8476539', '8476887']","['8474568', '8481743']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",NYI,NSH,2,18,"['8475151', '8475754', '8481601']","['8476917', '8480865']","['8475158', '8476539', '8476887']","['8474568', '8481743']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+,"centerfodot, righthandedopponent",NYI,NSH,2,18,"['8475151', '8475754', '8481601']","['8476917', '8480865']","['8475158', '8476925', '8482062']","['8474568', '8481743']",5,5,5v5
