,time_together
8480355_vs_8476892,4
8481043_vs_8470600,10
8480281_vs_8477507,10
8481043_vs_8476892,10
8476889_vs_8478450,8
8479362_vs_8470600,6
8477573_vs_8478450,7
8476889_vs_8477507,9
8479362_vs_8476892,6
8480281_vs_8478450,11
8477573_vs_8477507,7
8480355_vs_8470600,5
8473419_vs_8476892,19
8473419_vs_8470600,20
8480355_vs_8481461,3
8473419_vs_8481461,9
8481043_vs_8481461,5
8477402_vs_8477507,12
8477402_vs_8478450,11
8479638_vs_8475753,10
8480355_vs_8475753,5
8473419_vs_8475753,11
8479638_vs_8481461,11
8480281_vs_8479325,14
8477573_vs_8479325,11
8477402_vs_8479325,18
8482089_vs_8477851,18
8477573_vs_8477851,7
8477402_vs_8477851,18
8482089_vs_8479325,18
8477496_vs_8475753,13
8477496_vs_8481461,9
8477496_vs_8476892,19
8477956_vs_8470600,18
8478401_vs_8476892,19
8477956_vs_8476892,19
8476897_vs_8479325,10
8475170_vs_8479325,15
8477496_vs_8470600,19
8478401_vs_8470600,15
8476889_vs_8479325,11
8473419_vs_8481059,12
8473419_vs_8482516,7
8477496_vs_8481059,13
8478401_vs_8482516,5
8478401_vs_8481059,14
8477496_vs_8482516,7
8477956_vs_8482516,7
8478472_vs_8479325,8
8477956_vs_8481059,13
8475745_vs_8470600,11
8483567_vs_8470600,12
8476897_vs_8482511,8
8475745_vs_8476892,13
8475170_vs_8482511,14
8483567_vs_8476892,10
8479987_vs_8470600,14
8479987_vs_8476892,13
8479638_vs_8476892,15
8479638_vs_8470600,16
8477402_vs_8482511,10
8482089_vs_8482511,10
8476889_vs_8478443,9
8477402_vs_8478443,15
8481043_vs_8475753,9
8479362_vs_8475753,6
8483567_vs_8482516,7
8483567_vs_8481059,6
8475745_vs_8482516,9
8482077_vs_8479325,16
8475745_vs_8481059,9
8476438_vs_8477507,14
8482077_vs_8477507,13
8479365_vs_8482516,10
8479365_vs_8481059,12
8475170_vs_8477507,15
8476438_vs_8479325,12
8475170_vs_8477851,9
8482077_vs_8477851,10
8476438_vs_8477851,9
8482077_vs_8478443,12
8476438_vs_8478443,12
8475170_vs_8478443,14
8482077_vs_8482511,14
8476438_vs_8482511,13
8478472_vs_8478443,8
8478472_vs_8482511,7
8482737_vs_8482511,6
8476897_vs_8478443,9
8482737_vs_8478443,9
8479987_vs_8482516,5
8479987_vs_8481059,11
8479987_vs_8481461,8
8478401_vs_8475753,14
8478401_vs_8481461,8
8477956_vs_8475753,14
8477956_vs_8481461,9
8479987_vs_8475753,13
8479385_vs_8482511,7
8482089_vs_8478443,12
8479385_vs_8478443,13
8482089_vs_8478450,10
8479385_vs_8478450,8
8479385_vs_8479325,17
8479385_vs_8477851,18
8479638_vs_8481059,10
8480355_vs_8482516,3
8480355_vs_8481059,3
8481043_vs_8482516,6
8481043_vs_8481059,7
8479362_vs_8482516,5
8479362_vs_8481059,5
8482077_vs_8478450,12
8475745_vs_8481461,8
8479365_vs_8481461,8
8479362_vs_8481461,5
8479365_vs_8475753,8
8483567_vs_8475753,7
8475745_vs_8475753,9
8483567_vs_8481461,8
8476438_vs_8478450,12
8475170_vs_8478450,14
8482737_vs_8478450,8
8482737_vs_8477507,8
8477573_vs_8478443,8
8476889_vs_8482511,10
8480281_vs_8478443,7
8477573_vs_8482511,10
8480281_vs_8482511,10
8479638_vs_8482516,7
8482737_vs_8479325,6
8479385_vs_8477507,9
8482089_vs_8477507,9
8476897_vs_8478450,7
8476897_vs_8477507,8
8479365_vs_8470600,9
8479365_vs_8476892,9
8478472_vs_8477507,5
8478472_vs_8478450,6
8480281_vs_8477851,8
8476889_vs_8477851,8
8478472_vs_8477851,6
8476897_vs_8477851,6
8482737_vs_8477851,2
