,time_together
8477407_vs_8478873,12
8476458_vs_8477500,14
8477407_vs_8478366,13
8475151_vs_8478873,12
8477500_vs_8478873,14
8475151_vs_8478366,13
8475151_vs_8476458,12
8477500_vs_8478366,15
8476458_vs_8477407,12
8476419_vs_8481533,9
8477407_vs_8484153,11
8477407_vs_8481533,11
8481533_vs_8481601,11
8478873_vs_8481601,8
8481601_vs_8484153,10
8476419_vs_8484153,8
8476419_vs_8478873,8
8473986_vs_8481601,13
8475314_vs_8484153,10
8473986_vs_8475314,13
8475314_vs_8481533,10
8473986_vs_8476419,11
8473986_vs_8477392,6
8473986_vs_8475231,6
8477392_vs_8482745,12
8477392_vs_8481533,6
8475314_vs_8482745,7
8475231_vs_8482745,12
8475231_vs_8481533,5
8477392_vs_8483445,11
8477392_vs_8482118,13
8475314_vs_8483445,8
8475231_vs_8483445,11
8475231_vs_8482118,13
8475314_vs_8482118,8
8483445_vs_8484958,10
8482745_vs_8484958,10
8482118_vs_8484958,10
8482118_vs_8483553,7
8483445_vs_8483553,6
8482745_vs_8483553,6
8478115_vs_8483445,6
8478115_vs_8482118,5
8478115_vs_8482745,6
8478115_vs_8478424,9
8480806_vs_8483553,9
8477527_vs_8483553,8
8478424_vs_8483553,8
8477527_vs_8478115,9
8478115_vs_8480806,9
8477500_vs_8477527,5
8477500_vs_8480806,9
8477500_vs_8478424,7
8475151_vs_8478424,7
8475151_vs_8477527,5
8475151_vs_8480806,9
8477407_vs_8478424,6
8477407_vs_8477527,4
8477407_vs_8480806,10
8475314_vs_8476458,8
8476419_vs_8478366,9
8476458_vs_8481601,5
8476419_vs_8476458,8
8475314_vs_8478873,6
8478366_vs_8481601,9
8475314_vs_8478366,9
8477500_vs_8484153,13
8477500_vs_8481533,13
8473986_vs_8477500,15
8473986_vs_8477407,12
8475151_vs_8481533,8
8475151_vs_8484153,9
8473986_vs_8475151,12
8477392_vs_8484153,4
8481533_vs_8484958,6
8484153_vs_8484958,6
8473986_vs_8484958,10
8477500_vs_8482118,7
8477500_vs_8482745,8
8477527_vs_8484958,4
8476419_vs_8477527,3
8476419_vs_8480806,7
8476419_vs_8478424,6
8477527_vs_8481601,4
8480806_vs_8481601,8
8478424_vs_8481601,6
8475314_vs_8478424,7
8475314_vs_8477527,4
8475314_vs_8480806,7
8478366_vs_8484958,6
8475231_vs_8484153,4
8475231_vs_8478366,8
8478115_vs_8484153,5
8478115_vs_8481533,5
8473986_vs_8478115,5
8481533_vs_8483553,4
8483553_vs_8484153,5
8473986_vs_8483553,5
8476419_vs_8483445,7
8476419_vs_8482118,9
8476419_vs_8482745,8
8477407_vs_8482118,2
8477407_vs_8482745,3
8475151_vs_8482745,3
8477500_vs_8483445,6
8475151_vs_8482118,3
8477407_vs_8483445,2
8475151_vs_8483445,3
8475231_vs_8480806,5
8480806_vs_8484958,6
8477392_vs_8480806,4
8475231_vs_8478424,4
8478424_vs_8484958,6
8477392_vs_8478424,4
8475231_vs_8476458,8
8478115_vs_8478873,5
8476458_vs_8478115,5
8478366_vs_8483553,5
8478115_vs_8478366,6
8478873_vs_8483553,4
8475231_vs_8478873,8
8476458_vs_8483553,6
8477392_vs_8477527,3
8475231_vs_8477527,4
8478873_vs_8484958,5
8477392_vs_8478873,5
8477392_vs_8478366,6
8476458_vs_8477392,6
8476458_vs_8484958,3
8481601_vs_8483445,6
8481601_vs_8482745,5
8481601_vs_8482118,5
