period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",ANA,CHI,24,16,"['8473986', '8482745', '8484153']","['8476885', '8483490']","['8476882', '8477987', '8481624']","['8476473', '8482807']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",ANA,CHI,24,16,"['8473986', '8482745', '8484153']","['8476885', '8483490']","['8476882', '8477987', '8481624']","['8476473', '8482807']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",ANA,CHI,24,16,"['8473986', '8482745', '8484153']","['8476885', '8483490']","['8476882', '8477987', '8481624']","['8476473', '8482807']",5,5,5v5
