,time_together
8476457_vs_8483457,16
8476457_vs_8482087,14
8478407_vs_8483457,17
8478407_vs_8482087,13
8477986_vs_8483457,13
8477986_vs_8482087,14
8479324_vs_8483457,13
8479324_vs_8482087,12
8476875_vs_8479324,16
8477986_vs_8480865,18
8476875_vs_8477986,21
8479324_vs_8480865,16
8479372_vs_8480865,16
8476467_vs_8476875,17
8476875_vs_8479372,16
8476467_vs_8480865,16
8476467_vs_8482964,7
8479372_vs_8482964,7
8476467_vs_8478851,10
8478851_vs_8479372,12
8476457_vs_8478851,7
8476457_vs_8482964,5
8478407_vs_8482964,6
8478407_vs_8478851,7
8479372_vs_8483457,13
8479372_vs_8482087,14
8476457_vs_8476875,12
8476875_vs_8478407,15
8476457_vs_8480865,14
8478407_vs_8480865,17
8479324_vs_8482964,8
8478851_vs_8479324,11
8477986_vs_8478851,13
8477986_vs_8482964,8
8476467_vs_8483457,13
8476467_vs_8482087,14
