period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",DAL,ANA,25,24,"['8478420', '8478449', '8480027']","['8476879', '8476902']","['8473986', '8478366', '8484153']","['8476885', '8482803']",5,5,5v5
2,1200.0,nz,NZ FACE OFF+,"centerfodot, lefthandedopponent",DAL,ANA,25,24,"['8475168', '8475798', '8478975']","['8476879', '8476902']","['8473986', '8478366', '8484153']","['8476885', '8482803']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",DAL,ANA,25,24,"['8478420', '8478449', '8480027']","['8476879', '8476902']","['8473986', '8483445', '8484153']","['8476885', '8482803']",5,5,5v5
4,3600.0,nz,NZ FACE OFF+,"centerfodot, lefthandedopponent",DAL,ANA,25,24,"['8478420', '8478449']",['8481581'],"['8483445', '8484153']",['8481605'],3,3,3v3
