period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",SJS,ANA,28,24,"['8480798', '8484227', '8484801']","['8475181', '8475906']","['8482745', '8483445', '8484762']","['8475462', '8481605']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",SJS,ANA,28,24,"['8480798', '8484227', '8484801']","['8475181', '8475906']","['8482745', '8483445', '8484762']","['8475462', '8481605']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",SJS,ANA,28,24,"['8480798', '8484227', '8484801']","['8475181', '8475906']","['8482745', '8483445', '8484762']","['8475462', '8481605']",5,5,5v5
4,3600.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",SJS,ANA,28,24,"['8482667', '8484801']",['8480043'],"['8475798', '8484153']",['8481605'],3,3,3v3
