period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",NJD,EDM,1,22,"['8477015', '8479996', '8481721']","['8476462', '8478399']","['8477934', '8477953', '8481617']","['8477498', '8479442']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+,"centerfodot, righthandedopponent",NJD,EDM,1,22,"['8477015', '8479996', '8481721']","['8476462', '8478399']","['8477934', '8477953', '8481617']","['8477498', '8479442']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",NJD,EDM,1,22,"['8478414', '8480002', '8482110']","['8476462', '8478399']","['8476454', '8478233', '8478402']","['8475218', '8480803']",5,5,5v5
