period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+,"centerfodot, righthandedopponent",BOS,LAK,6,26,"['8473419', '8475745', '8479987']","['8476854', '8478443']","['8471685', '8477960', '8482155']","['8479998', '8481606']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",BOS,LAK,6,26,"['8480355', '8481043', '8481556']","['8476854', '8478443']","['8471685', '8477960', '8482155']","['8479998', '8481606']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",BOS,LAK,6,26,"['8480355', '8481043', '8481556']","['8476854', '8478443']","['8477942', '8477998', '8482124']","['8479998', '8481606']",5,5,5v5
4,3600.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, righthandedopponent",BOS,LAK,6,26,"['8477496', '8478401']",['8479325'],"['8477942', '8482124']",['8482730'],3,3,3v3
