period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",BOS,TOR,6,10,"['8477956', '8478401', '8479987']","['8479369', '8482511']","['8475166', '8477939', '8480995']","['8475690', '8476931']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",BOS,TOR,6,10,"['8477956', '8478401', '8479987']","['8479369', '8482511']","['8475166', '8477939', '8480995']","['8476931', '8481122']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",BOS,TOR,6,10,"['8477496', '8478401']","['8477507', '8478443']","['8475166', '8477939', '8478483', '8479318']",['8476853'],4,5,5v4
4,3600.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",BOS,TOR,6,10,"['8475745', '8477956']",['8482511'],"['8475166', '8478483']",['8476853'],3,3,3v3
