period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",NYI,FLA,2,13,"['8475151', '8475754', '8484958']","['8476917', '8477506']","['8477409', '8477935', '8479314']","['8477932', '8478055']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",NYI,FLA,2,13,"['8475151', '8475754', '8484958']","['8476917', '8477506']","['8477409', '8477935', '8479314']","['8477932', '8478055']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",NYI,FLA,2,13,"['8477500', '8478445', '8481601']","['8476917', '8477506']","['8477409', '8477935', '8479314']","['8477932', '8478055']",5,5,5v5
