period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",BOS,NYI,6,2,"['8477956', '8478401', '8479987']","['8478450', '8479325']","['8475151', '8477407', '8477500']","['8476917', '8477506']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",BOS,NYI,6,2,"['8477956', '8478401', '8479987']","['8478450', '8479325']","['8475151', '8477407', '8477500']","['8476917', '8477506']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+,"centerfodot, righthandedopponent",BOS,NYI,6,2,"['8473419', '8475745', '8477496']","['8478450', '8479325']","['8475314', '8475754', '8478445']","['8476917', '8477506']",5,5,5v5
4,3600.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",BOS,NYI,6,2,"['8475745', '8477956']",['8479325'],"['8477500', '8478445']",['8477506'],3,3,3v3
