,time_together
8481014_vs_8482087,16
8476875_vs_8481014,16
8480865_vs_8482087,19
8476875_vs_8480865,24
8480865_vs_8481593,13
8481014_vs_8481593,13
8475233_vs_8480865,19
8475233_vs_8481014,9
8480222_vs_8481593,15
8475233_vs_8480222,13
8475233_vs_8476917,10
8476917_vs_8481593,14
8476429_vs_8481593,9
8476429_vs_8482964,9
8481541_vs_8482964,11
8481541_vs_8481593,10
8480192_vs_8481541,11
8476429_vs_8480192,9
8476429_vs_8476875,12
8476875_vs_8481541,6
8481541_vs_8482087,11
8476429_vs_8482087,8
8476875_vs_8480222,13
8480222_vs_8482087,17
8476875_vs_8476917,15
8476917_vs_8482087,13
8475233_vs_8476429,6
8475233_vs_8481541,6
8481014_vs_8482964,7
8480865_vs_8482964,9
8480192_vs_8480865,13
8480192_vs_8481014,8
8476917_vs_8482964,10
8480222_vs_8482964,13
8480192_vs_8480222,13
8476917_vs_8480192,9
