period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",VAN,STL,23,19,"['8475169', '8478856', '8480078']","['8479425', '8480800']","['8475170', '8479385', '8482077']","['8475764', '8476892']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",VAN,STL,23,19,"['8475169', '8478856', '8480078']","['8479425', '8480800']","['8478472', '8480459', '8483516']","['8475753', '8481006']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",VAN,STL,23,19,"['8480748', '8482691', '8483395']","['8474574', '8483678']","['8478472', '8480459', '8483516']","['8475753', '8481006']",5,5,5v5
