,time_together
8482720_vs_8478851,17
8479318_vs_8482087,20
8476981_vs_8476931,12
8482720_vs_8482087,15
8476469_vs_8476931,8
8478483_vs_8478851,21
8479318_vs_8478851,21
8478133_vs_8475690,7
8476469_vs_8475690,7
8476981_vs_8475690,9
8478133_vs_8476931,9
8478483_vs_8482087,20
8478133_vs_8479026,8
8476981_vs_8479026,6
8476469_vs_8479026,8
8478133_vs_8476853,11
8476469_vs_8476853,11
8476981_vs_8476853,18
8477503_vs_8482087,9
8477503_vs_8478851,9
8478483_vs_8483457,10
8477503_vs_8483457,10
8482720_vs_8483457,9
8482259_vs_8483457,12
8482259_vs_8482087,8
8478483_vs_8476875,16
8482259_vs_8476875,19
8477503_vs_8476875,12
8477939_vs_8483457,15
8483515_vs_8479026,1
8483515_vs_8476853,7
8477939_vs_8476875,20
8481540_vs_8479026,2
8480018_vs_8476853,11
8481540_vs_8476853,7
8480018_vs_8479026,3
8483515_vs_8475690,15
8481540_vs_8475690,19
8480018_vs_8475690,17
8480018_vs_8476931,19
8481540_vs_8476931,20
8483515_vs_8476931,18
8479339_vs_8479982,12
8480995_vs_8482964,12
8481523_vs_8479982,13
8474157_vs_8475233,12
8481618_vs_8475171,17
8479339_vs_8475171,14
8481523_vs_8475171,16
8481582_vs_8475233,11
8474157_vs_8482964,10
8481582_vs_8482964,10
8481618_vs_8479982,14
8480995_vs_8475233,11
8481618_vs_8476853,8
8479339_vs_8476853,8
8481523_vs_8476853,9
8481618_vs_8479026,8
8479339_vs_8479026,7
8481523_vs_8479026,8
8471817_vs_8475233,6
8471817_vs_8482964,7
8474157_vs_8483457,7
8471817_vs_8483457,4
8474157_vs_8476875,7
8471817_vs_8476875,3
8480995_vs_8483457,9
8480995_vs_8476875,12
8475848_vs_8476931,13
8480144_vs_8476875,10
8478904_vs_8483457,9
8477989_vs_8476931,16
8478904_vs_8476875,10
8475848_vs_8475690,12
8480144_vs_8483457,10
8477989_vs_8475690,13
8477989_vs_8476853,13
8475848_vs_8479026,4
8477989_vs_8479026,5
8475848_vs_8476853,8
8481540_vs_8479982,11
8483515_vs_8479982,12
8480018_vs_8479982,10
8479543_vs_8479982,2
8476469_vs_8475171,11
8479543_vs_8475171,4
8478133_vs_8479982,6
8476469_vs_8479982,6
8478133_vs_8475171,11
8479318_vs_8476875,11
8479318_vs_8483457,7
8482720_vs_8476875,13
8475848_vs_8475171,13
8478904_vs_8482964,9
8476981_vs_8475171,14
8477989_vs_8475171,15
8475848_vs_8479982,11
8476981_vs_8479982,7
8477989_vs_8479982,11
8478904_vs_8475233,7
8480144_vs_8482964,11
8480144_vs_8475233,8
8479543_vs_8476853,1
8479543_vs_8479026,2
8479543_vs_8475690,3
8479339_vs_8475690,13
8479339_vs_8476931,14
8481540_vs_8475171,17
8483515_vs_8475171,16
8480018_vs_8475171,18
8481618_vs_8475690,17
8481523_vs_8475690,15
8481618_vs_8476931,16
8481523_vs_8476931,18
8482259_vs_8478851,9
8477939_vs_8482087,12
8477939_vs_8478851,13
8481582_vs_8476875,7
8481582_vs_8483457,6
8482720_vs_8475233,6
8482720_vs_8482964,4
8479318_vs_8475233,6
8479318_vs_8482964,2
8481582_vs_8482087,9
8481582_vs_8478851,9
8480144_vs_8478851,8
8480144_vs_8482087,7
8471817_vs_8482087,3
8478904_vs_8482087,4
8478904_vs_8478851,5
8471817_vs_8478851,4
8474157_vs_8482087,8
8474157_vs_8478851,8
8480995_vs_8478851,8
8480995_vs_8482087,9
8477503_vs_8475233,7
8482259_vs_8475233,10
8482259_vs_8482964,7
8477503_vs_8482964,5
8479543_vs_8476931,1
8477939_vs_8475233,9
8478483_vs_8475233,8
8477939_vs_8482964,7
8478483_vs_8482964,5
