period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, righthandedopponent",MTL,PIT,8,5,"['8480018', '8481540', '8481618']","['8476875', '8483457']","['8471675', '8475810', '8476483']","['8471724', '8483503']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, righthandedopponent",MTL,PIT,8,5,"['8479339', '8480018', '8481540', '8483515']",['8483457'],"['8475810', '8479996']","['8471724', '8477969']",5,4,4v5
3,2400.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",MTL,PIT,8,5,"['8480018', '8481540', '8483515']","['8476875', '8483457']","['8471675', '8475810', '8476483']","['8471724', '8483503']",5,5,5v5
