period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",MTL,WSH,8,15,"['8480018', '8481540', '8481618']","['8476875', '8483457']","['8479400', '8481580', '8482148']","['8474590', '8480796']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",MTL,WSH,8,15,"['8480018', '8481540', '8481618']","['8476875', '8483457']","['8479390', '8479400', '8481580']","['8474590', '8480796']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",MTL,WSH,8,15,"['8475848', '8476981', '8477989']","['8476875', '8482087']","['8476880', '8479400', '8481656']","['8474590', '8480796']",5,5,5v5
