,time_together
8476457_vs_8476875,21
8476875_vs_8478407,22
8476457_vs_8478851,21
8478407_vs_8478851,20
8479985_vs_8481593,10
8479985_vs_8483457,8
8481593_vs_8482858,14
8482858_vs_8483457,13
8476875_vs_8479985,7
8476875_vs_8482858,10
8477986_vs_8483457,15
8476875_vs_8477986,17
8476467_vs_8483457,14
8476467_vs_8476875,13
8476467_vs_8478851,13
8477986_vs_8478851,15
8479985_vs_8482964,8
8475233_vs_8479985,9
8476467_vs_8482964,9
8475233_vs_8476467,8
8475233_vs_8482858,9
8482858_vs_8482964,8
8476457_vs_8481593,15
8476457_vs_8482964,7
8476457_vs_8483457,14
8478407_vs_8481593,13
8478407_vs_8483457,11
8475233_vs_8477986,12
8477986_vs_8482964,8
8476467_vs_8481593,12
8477986_vs_8481593,13
8478851_vs_8482858,9
8478851_vs_8479985,6
8478407_vs_8482964,7
8475233_vs_8476457,6
8475233_vs_8478407,8
