,time_together
8478493_vs_8482159,11
8478493_vs_8480220,11
8478864_vs_8482159,14
8480220_vs_8481557,15
8481553_vs_8481557,12
8478493_vs_8481553,8
8478864_vs_8480220,15
8478864_vs_8481553,13
8481557_vs_8482159,15
8478439_vs_8478493,12
8478493_vs_8484387,7
8475149_vs_8476461,9
8475149_vs_8484387,8
8478439_vs_8481557,15
8476461_vs_8478493,12
8481557_vs_8484387,10
8475149_vs_8478439,11
8476461_vs_8481557,15
8475765_vs_8484387,7
8475765_vs_8478439,11
8475765_vs_8476461,10
8476461_vs_8482079,10
8482079_vs_8484387,9
8478439_vs_8482079,12
8481533_vs_8482079,11
8475765_vs_8481533,6
8475149_vs_8481533,10
8475765_vs_8480015,6
8475149_vs_8480015,12
8477989_vs_8482079,10
8480015_vs_8482079,12
8475765_vs_8477989,6
8475149_vs_8477989,10
8475220_vs_8481533,5
8475220_vs_8477989,5
8477451_vs_8480015,11
8475220_vs_8480015,9
8477451_vs_8481533,9
8477451_vs_8477989,8
8475235_vs_8477451,3
8475220_vs_8479022,3
8476994_vs_8479022,5
8475220_vs_8475235,2
8477451_vs_8477903,3
8475235_vs_8476994,3
8476994_vs_8477903,3
8475220_vs_8477903,1
8477451_vs_8479022,4
8478864_vs_8480015,9
8478864_vs_8479022,4
8477903_vs_8478864,7
8476994_vs_8480015,8
8477451_vs_8480220,10
8476994_vs_8480220,7
8480220_vs_8483525,7
8480015_vs_8483525,7
8477903_vs_8483525,7
8475752_vs_8481553,5
8481553_vs_8483525,7
8475752_vs_8480015,6
8475752_vs_8480220,5
8478508_vs_8482159,7
8478508_vs_8480220,7
8482159_vs_8483525,7
8478508_vs_8481553,7
8475752_vs_8482159,5
8483525_vs_8484387,6
8478508_vs_8484387,4
8476461_vs_8483525,5
8476461_vs_8478508,6
8482079_vs_8482159,10
8478439_vs_8478508,7
8481533_vs_8481557,10
8477989_vs_8481557,10
8480015_vs_8481557,11
8478864_vs_8481533,8
8477989_vs_8478864,10
8477451_vs_8481553,9
8477451_vs_8482159,9
8476994_vs_8481553,6
8476994_vs_8482159,5
8478508_vs_8479022,3
8477903_vs_8478508,4
8479022_vs_8483525,5
8478508_vs_8480015,6
8478439_vs_8483525,5
8476994_vs_8478439,6
8477903_vs_8482079,6
8479022_vs_8482079,5
8475765_vs_8479022,3
8478439_vs_8478864,10
8476461_vs_8478864,10
8478864_vs_8484387,5
8475235_vs_8483525,4
8475235_vs_8478508,2
8475752_vs_8477903,4
8475235_vs_8475752,3
8475752_vs_8479022,3
8476994_vs_8481533,4
8476994_vs_8477989,3
8475149_vs_8480220,7
8475149_vs_8481553,6
8475765_vs_8482159,8
8475149_vs_8482159,8
8475765_vs_8480220,8
8475765_vs_8481553,5
8480220_vs_8482079,9
8481553_vs_8482079,7
8475235_vs_8478864,3
8475235_vs_8478493,3
8475235_vs_8481557,2
8478493_vs_8479022,3
8477903_vs_8478493,6
8477903_vs_8481557,4
8477989_vs_8478493,8
8478493_vs_8480015,5
8478493_vs_8481533,9
8475220_vs_8484387,5
8475220_vs_8478439,8
8475220_vs_8476461,8
8477451_vs_8478439,8
8476461_vs_8477451,8
8476461_vs_8476994,5
8475752_vs_8478439,3
8475752_vs_8476461,2
8475752_vs_8477989,5
8475752_vs_8481533,5
8478508_vs_8481533,5
8477989_vs_8478508,5
8477451_vs_8484387,4
8475752_vs_8484387,2
8481533_vs_8483525,6
8477989_vs_8483525,6
8475235_vs_8475765,2
8475765_vs_8477903,3
8475149_vs_8477903,5
8475235_vs_8482079,3
8475149_vs_8479022,3
8475149_vs_8475235,3
8475220_vs_8480220,5
8475220_vs_8481553,5
8475220_vs_8482159,5
8476994_vs_8484387,3
8479022_vs_8481557,2
