period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",EDM,NYI,22,2,"['8475786', '8476454', '8478402']","['8475218', '8480803']","['8475314', '8476419', '8477500']","['8476429', '8477506']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",EDM,NYI,22,2,"['8475786', '8476454', '8477934', '8478402']",['8480803'],"['8476419', '8481601']","['8477506', '8480865']",5,4,4v5
3,2400.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, righthandedopponent",EDM,NYI,22,2,"['8475786', '8476454', '8478402']","['8475218', '8480803']","['8475314', '8476419', '8477500']","['8476429', '8477506']",5,5,5v5
4,3600.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",EDM,NYI,22,2,"['8477934', '8478402']",['8480803'],"['8475151', '8475754']",['8477506'],3,3,3v3
