,time_together
8477496_vs_8477964,20
8477496_vs_8478403,25
8475745_vs_8478109,1
8473419_vs_8478109,1
8475745_vs_8477964,20
8473419_vs_8478403,21
8475745_vs_8478403,23
8473419_vs_8477964,17
8477496_vs_8478109,1
8473419_vs_8475913,13
8475913_vs_8477496,17
8475745_vs_8475913,15
8477964_vs_8478401,10
8475913_vs_8478401,16
8478401_vs_8478403,14
8478403_vs_8479987,8
8475913_vs_8479987,13
8477964_vs_8479987,11
8478401_vs_8479353,15
8479353_vs_8479987,18
8477956_vs_8479353,18
8476438_vs_8477956,16
8476438_vs_8478401,16
8475913_vs_8477956,16
8476438_vs_8479987,14
8477956_vs_8481534,12
8479353_vs_8483505,10
8481534_vs_8483505,11
8479987_vs_8481534,9
8476438_vs_8483505,8
8476881_vs_8483505,14
8476438_vs_8479365,8
8476881_vs_8479365,13
8476881_vs_8477956,14
8479365_vs_8481534,11
8476881_vs_8480789,11
8480789_vs_8481534,10
8480789_vs_8481604,10
8479365_vs_8481604,9
8481604_vs_8483505,11
8481534_vs_8481556,3
8476881_vs_8481556,5
8481556_vs_8481604,4
8480355_vs_8481534,3
8476881_vs_8480355,6
8480355_vs_8481604,6
8478434_vs_8481043,5
8478434_vs_8481556,4
8478434_vs_8480355,6
8480007_vs_8481043,6
8480007_vs_8481556,6
8476881_vs_8481043,4
8480007_vs_8480355,7
8478462_vs_8481043,6
8478462_vs_8481556,6
8478462_vs_8480355,6
8477496_vs_8478462,8
8477496_vs_8478434,5
8477496_vs_8480007,7
8475745_vs_8478462,6
8475745_vs_8478434,4
8475745_vs_8480007,6
8473419_vs_8478434,4
8473419_vs_8480007,5
8473419_vs_8478462,8
8477956_vs_8478403,10
8477956_vs_8477964,14
8477956_vs_8478434,11
8478434_vs_8479987,8
8478401_vs_8478434,9
8478434_vs_8483505,12
8476438_vs_8480789,7
8478434_vs_8479365,11
8479353_vs_8479365,7
8478434_vs_8480789,10
8479353_vs_8480789,5
8477496_vs_8479353,8
8473419_vs_8479353,6
8479987_vs_8480007,9
8478401_vs_8480007,7
8477956_vs_8480007,12
8476438_vs_8481556,5
8479353_vs_8481043,4
8476438_vs_8480355,4
8479353_vs_8481556,5
8475913_vs_8481043,4
8479353_vs_8480355,5
8475913_vs_8481556,5
8476438_vs_8481043,4
8475913_vs_8480355,4
8478401_vs_8478462,9
8478462_vs_8479987,9
8477956_vs_8478462,12
8475745_vs_8479353,6
8475745_vs_8481534,4
8477496_vs_8481534,4
8473419_vs_8481534,4
8478401_vs_8481534,5
8475745_vs_8476438,9
8475913_vs_8483505,5
8475913_vs_8479365,6
8475913_vs_8480789,5
8476881_vs_8478401,8
8476438_vs_8477496,7
8476881_vs_8477496,10
8478462_vs_8483505,9
8477964_vs_8483505,3
8480007_vs_8483505,9
8476881_vs_8479987,10
8479365_vs_8480007,7
8477964_vs_8479365,4
8477964_vs_8481043,4
8473419_vs_8476881,7
8475745_vs_8476881,10
8475745_vs_8481604,12
8473419_vs_8481604,13
8478401_vs_8481604,10
8477964_vs_8481556,3
8478462_vs_8479365,8
8477496_vs_8481604,12
8477956_vs_8481604,9
8479987_vs_8481604,6
8473419_vs_8476438,6
8478403_vs_8480355,2
8481043_vs_8481534,1
8481043_vs_8481604,3
8477964_vs_8480355,2
8478403_vs_8481043,2
8478403_vs_8481556,3
8477964_vs_8480789,3
8478403_vs_8480789,2
8478403_vs_8483505,1
8478403_vs_8479365,3
8478462_vs_8480789,6
8480007_vs_8480789,6
