,time_together
8478038_vs_8480839,22
8480069_vs_8480839,17
8478038_vs_8481524,18
8480069_vs_8481524,14
8479982_vs_8480069,17
8480069_vs_8482671,21
8478038_vs_8482671,20
8478038_vs_8479982,18
8470613_vs_8479982,12
8470613_vs_8482671,15
8476312_vs_8479982,9
8476312_vs_8482671,16
8482470_vs_8482671,7
8479982_vs_8482470,6
8470613_vs_8480839,14
8480839_vs_8482470,14
8481524_vs_8482470,14
8470613_vs_8481524,18
8481524_vs_8484258,16
8480839_vs_8484258,16
8480196_vs_8482470,6
8481564_vs_8484258,7
8480196_vs_8484258,7
8481564_vs_8482470,6
8476312_vs_8481524,18
8476312_vs_8480839,16
8482671_vs_8484258,11
8479982_vs_8484258,10
8480069_vs_8480196,9
8470613_vs_8481564,7
8476312_vs_8481564,9
8476312_vs_8480196,11
8470613_vs_8480196,7
8478038_vs_8481564,6
8478038_vs_8480196,8
8480069_vs_8481564,6
