period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",CGY,BOS,20,6,"['8475172', '8476456', '8481028']","['8477346', '8477810']","['8473419', '8477496', '8479638']","['8477507', '8479325']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",CGY,BOS,20,6,"['8474150', '8476399', '8482679']","['8478397', '8480860']","['8477956', '8478401', '8479987']","['8477507', '8479325']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",CGY,BOS,20,6,"['8475172', '8476456', '8481028']","['8477346', '8477810']","['8473419', '8475745', '8477496']","['8477507', '8479325']",5,5,5v5
4,3600.0,nz,NZ FACE OFF+,"centerfodot, lefthandedopponent",CGY,BOS,20,6,"['8475172', '8476456']",['8478397'],"['8477496', '8477956']",['8479325'],3,3,3v3
