period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ FACE OFF+,"centerfodot, lefthandedopponent",NJD,BOS,1,6,"['8476474', '8479407', '8480002']","['8478399', '8480192']","['8477956', '8478401', '8479987']","['8477507', '8479369']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",NJD,BOS,1,6,"['8476474', '8479407', '8480002']","['8478399', '8480192']","['8477956', '8478401', '8479987']","['8477507', '8479369']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, righthandedopponent",NJD,BOS,1,6,"['8476474', '8479407', '8480002']","['8478399', '8480192']","['8477956', '8478401', '8479987']","['8477507', '8479369']",5,5,5v5
