,time_together
8477504_vs_8481546,24
8476331_vs_8477948,24
8477504_vs_8477948,25
8476331_vs_8481546,23
8480145_vs_8481546,15
8477948_vs_8480145,15
8479378_vs_8481546,14
8477948_vs_8479378,13
8476372_vs_8479378,17
8476372_vs_8480145,17
8479378_vs_8482142,18
8480145_vs_8482142,21
8474568_vs_8476372,15
8474568_vs_8482142,17
8474568_vs_8481546,11
8474568_vs_8477948,13
8477938_vs_8478454,10
8477938_vs_8480874,13
8474568_vs_8478454,9
8474568_vs_8480874,11
8476372_vs_8477504,16
8476331_vs_8476372,18
8476331_vs_8482142,18
8477504_vs_8482142,17
8477938_vs_8477948,10
8477938_vs_8481546,6
8478454_vs_8480145,9
8480145_vs_8480874,10
8478454_vs_8479378,8
8479378_vs_8480874,8
8476331_vs_8478454,10
8477504_vs_8480874,9
8476331_vs_8480874,9
8477504_vs_8478454,10
8476372_vs_8477938,12
8477938_vs_8482142,17
