,time_together
8483445_vs_8477220,10
8482113_vs_8475462,7
8477952_vs_8477220,15
8477409_vs_8475462,8
8483445_vs_8478859,10
8480806_vs_8477220,4
8477952_vs_8478859,12
8480806_vs_8478859,4
8480003_vs_8481605,14
8482113_vs_8481605,14
8477409_vs_8481605,10
8480003_vs_8475462,9
8477952_vs_8478055,14
8480806_vs_8478055,4
8483445_vs_8478055,12
8477933_vs_8481605,4
8477933_vs_8475462,4
8478873_vs_8475179,23
8483445_vs_8475179,11
8478873_vs_8478055,24
8480806_vs_8475179,4
8477493_vs_8476885,17
8477493_vs_8475462,14
8476458_vs_8475179,22
8479314_vs_8476885,16
8479314_vs_8475462,14
8476458_vs_8478055,22
8477933_vs_8476885,3
8478366_vs_8475179,22
8478366_vs_8478055,23
8477493_vs_8483490,16
8477933_vs_8483490,3
8479314_vs_8483490,16
8477933_vs_8475208,2
8477493_vs_8482803,10
8477493_vs_8475208,8
8480185_vs_8482803,13
8480185_vs_8475208,10
8477933_vs_8482803,3
8482745_vs_8478055,16
8482745_vs_8475179,14
8484153_vs_8475179,10
8484153_vs_8478055,14
8477935_vs_8482803,11
8477935_vs_8475208,9
8482713_vs_8482803,11
8482713_vs_8475208,11
8473986_vs_8475179,12
8473986_vs_8478055,14
8482745_vs_8478859,17
8484153_vs_8478859,15
8473986_vs_8478859,17
8482745_vs_8477220,18
8484153_vs_8477220,16
8473986_vs_8477220,16
8473986_vs_8481600,11
8482745_vs_8481600,12
8484153_vs_8481600,12
8478421_vs_8482803,9
8478542_vs_8482803,10
8478421_vs_8475208,6
8478542_vs_8475208,12
8478424_vs_8481600,11
8478424_vs_8484304,10
8473986_vs_8484304,13
8482745_vs_8484304,10
8477935_vs_8481605,14
8478421_vs_8481605,9
8478542_vs_8481605,14
8481754_vs_8484304,11
8477527_vs_8484304,7
8478421_vs_8475462,5
8478542_vs_8475462,14
8477935_vs_8475462,15
8481754_vs_8481600,11
8477527_vs_8481600,7
8477931_vs_8475462,5
8477931_vs_8481605,8
8480806_vs_8481600,2
8480806_vs_8484304,2
8477527_vs_8475179,5
8477527_vs_8478055,7
8481754_vs_8475179,6
8481754_vs_8478055,8
8477952_vs_8475179,11
8480003_vs_8483490,8
8482113_vs_8483490,6
8477409_vs_8483490,4
8482113_vs_8476885,9
8480003_vs_8476885,8
8477409_vs_8476885,6
8476458_vs_8478859,15
8476458_vs_8477220,11
8478873_vs_8477220,11
8478873_vs_8478859,15
8478366_vs_8477220,12
8478366_vs_8478859,15
8477493_vs_8481605,14
8479314_vs_8481605,14
8479314_vs_8482803,9
8479314_vs_8475208,10
8484153_vs_8484304,10
8482713_vs_8483490,8
8480185_vs_8483490,7
8477935_vs_8476885,11
8482713_vs_8476885,9
8480185_vs_8476885,11
8477935_vs_8483490,8
8477527_vs_8478859,5
8478424_vs_8478859,8
8481754_vs_8478859,6
8478424_vs_8477220,5
8477527_vs_8477220,4
8481754_vs_8477220,5
8477931_vs_8482803,9
8477931_vs_8475208,5
8482113_vs_8482803,14
8482113_vs_8475208,10
8477409_vs_8482803,11
8477409_vs_8475208,11
8480185_vs_8481605,13
8480185_vs_8475462,11
8482713_vs_8481605,12
8482713_vs_8475462,12
8478542_vs_8476885,16
8478542_vs_8483490,15
8477931_vs_8476885,3
8477931_vs_8483490,4
8478424_vs_8478055,7
8477952_vs_8484304,10
8480003_vs_8482803,13
8478424_vs_8475179,7
8483445_vs_8484304,7
8478873_vs_8481600,7
8478366_vs_8481600,6
8476458_vs_8481600,5
8478873_vs_8484304,6
8478366_vs_8484304,7
8476458_vs_8484304,5
8480003_vs_8475208,8
8483445_vs_8481600,7
8477952_vs_8481600,6
8478421_vs_8476885,2
8478421_vs_8483490,3
