period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, righthandedopponent",MTL,NJD,8,1,"['8476981', '8481523', '8481618']","['8482733', '8483457']","['8475287', '8478414', '8482110']","['8477488', '8480192']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",MTL,NJD,8,1,"['8476981', '8481523', '8481618']","['8482733', '8483457']","['8475287', '8478414', '8482110']","['8475455', '8476462']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",MTL,NJD,8,1,"['8479339', '8480018', '8481540', '8483515']",['8483457'],"['8475287', '8482110']","['8475455', '8477488']",5,4,4v5
