period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",VGK,NYI,54,2,"['8478434', '8478462', '8479353']","['8479980', '8481600']","['8473504', '8474709', '8475231']","['8480865', '8481014']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",VGK,NYI,54,2,"['8475913', '8476905']","['8474166', '8474565']","['8475314', '8477500', '8478445']","['8480865', '8481014']",4,5,5v4
3,2400.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",VGK,NYI,54,2,"['8475913', '8476539', '8476905', '8478403']",['8482141'],"['8473504', '8475231']","['8476429', '8481014']",5,4,4v5
