player_id,action,count,success,attempts,success_rate,total_player_events
8477450.0,NZ REC FACE OFF+ENTRY,2,2,2,1.0,53
8477450.0,CONT F/OFF LPR+ NZ,1,1,1,1.0,53
8477450.0,NZPASS south+,1,1,1,1.0,53
8477450.0,DZ REC FACE OFF+EXIT,1,1,1,1.0,53
8477450.0,CONT F/OFF LPR+ DZ,1,1,1,1.0,53
8477450.0,DZONE D2D+,1,1,1,1.0,53
8477450.0,NZ REC FACE OFF+,1,1,1,1.0,53
8477450.0,OFF LPR DZ,1,1,1,1.0,53
8477450.0,CONTROLLED EXIT FROM DZ,1,1,1,1.0,53
8477450.0,NZONE E/W PASS+,1,1,1,1.0,53
8477450.0,O-ZONE PASS RECEPTION,1,1,1,1.0,53
8477450.0,OZDEKE-,1,0,1,0.0,53
8477450.0,CONT LPR- DZ,1,0,1,0.0,53
8477450.0,DZ BODY CHK+,1,1,1,1.0,53
8477450.0,DI LPR OZ,1,1,1,1.0,53
8477450.0,SOUTH CYCLE OFFBOARDS-,1,0,1,0.0,53
8477450.0,FAILED PASS TRAJECTORY LOCATION OZ,1,0,1,0.0,53
8477450.0,CONT OFF LPR OZ,1,1,1,1.0,53
8477450.0,OZDEKE+,1,1,1,1.0,53
8477450.0,SOUTH CYCLE +,1,1,1,1.0,53
8477450.0,NZ FACE OFF-,2,0,2,0.0,53
8477450.0,CONT LPR- NZ,1,0,1,0.0,53
8477450.0,LPR- DZ,1,0,1,0.0,53
8477450.0,SHOT PRESSURE,2,0,2,0.0,53
8477450.0,CONT LPRREB-,2,0,2,0.0,53
8477450.0,TRIPPING PENALTY DZ,1,1,1,1.0,53
8477450.0,D-ZONE PASS RECEPTION,2,2,2,1.0,53
8477450.0,DZ OUTLET PASS+,1,1,1,1.0,53
8477450.0,CONT LPR- OZ,1,0,1,0.0,53
8477450.0,DUMP IN LPR+,1,1,1,1.0,53
8477450.0,DZ OUTLET PASS-,1,0,1,0.0,53
8477450.0,FAILED PASS TRAJECTORY LOCATION DZ,1,0,1,0.0,53
8477450.0,OFF LPR NZ,1,1,1,1.0,53
8477450.0,DUMP OUT+,1,1,1,1.0,53
8477450.0,NZ BODY CHK+,1,1,1,1.0,53
8477450.0,N-ZONE PASS RECEPTION,2,2,2,1.0,53
8477450.0,CARRY OVER REDLINE,2,2,2,1.0,53
8477450.0,DUMP IN+,2,2,2,1.0,53
8477450.0,NZPASS north-,1,0,1,0.0,53
8477450.0,FAILED PASS TRAJECTORY LOCATION NZ,1,0,1,0.0,53
8477450.0,DZONE D2D OFFBOARDS+,1,1,1,1.0,53
8477450.0,DUMPIN AGAINST,1,0,1,0.0,53
8477450.0,OZ FACE OFF-,1,0,1,0.0,53
8477450.0,BLOCK OPPOSITION PASS+,1,1,1,1.0,53
8477450.0,DEF LPR NZ,1,1,1,1.0,53
8479999.0,NZ FACE OFF-,2,0,2,0.0,133
8479999.0,OFF LPR DZ,2,2,2,1.0,133
8479999.0,DZ OUTLET PASS-,1,0,1,0.0,133
8479999.0,FAILED PASS TRAJECTORY LOCATION NZ,3,0,3,0.0,133
8479999.0,DUMP IN LPR+,2,2,2,1.0,133
8479999.0,DZONE D2D+,3,3,3,1.0,133
8479999.0,DUMPIN AGAINST,2,0,2,0.0,133
8479999.0,D-ZONE PASS RECEPTION,7,7,7,1.0,133
8479999.0,DZ OUTLET PASS+,3,3,3,1.0,133
8479999.0,CONT LPR+ OZ,2,2,2,1.0,133
8479999.0,SLOT SHOT FOR ONNET,2,2,2,1.0,133
8479999.0,GOAL,1,1,1,1.0,133
8479999.0,LPR FROM SC DZ,1,1,1,1.0,133
8479999.0,DZONE D2D OFFBOARDS-,1,0,1,0.0,133
8479999.0,FAILED PASS TRAJECTORY LOCATION DZ,3,0,3,0.0,133
8479999.0,LPR+ DZ,2,2,2,1.0,133
8479999.0,DZONE D2D OFFBOARDS+,3,3,3,1.0,133
8479999.0,DZ REC FACE OFF+,4,4,4,1.0,133
8479999.0,DZ REC FACE OFF+EXIT,1,1,1,1.0,133
8479999.0,NZ REC FACE OFF+,3,3,3,1.0,133
8479999.0,CONTROLLED EXIT FROM DZ,4,4,4,1.0,133
8479999.0,NZPASS south-,1,0,1,0.0,133
8479999.0,OFF LPR NZ,3,3,3,1.0,133
8479999.0,NZPASS north-,1,0,1,0.0,133
8479999.0,DUMP IN+,5,5,5,1.0,133
8479999.0,SHOT PRESSURE,2,0,2,0.0,133
8479999.0,DZDEKE+,2,2,2,1.0,133
8479999.0,DZ OUTLET PASS OFFBOARDS+,1,1,1,1.0,133
8479999.0,CONT OFF LPR OZ,1,1,1,1.0,133
8479999.0,OZDEKE-,5,0,5,0.0,133
8479999.0,BLOCK OPPOSITION PASS+,2,2,2,1.0,133
8479999.0,DEF LPR OZ,1,1,1,1.0,133
8479999.0,SOUTH CYCLE -,1,0,1,0.0,133
8479999.0,FAILED PASS TRAJECTORY LOCATION OZ,3,0,3,0.0,133
8479999.0,PREVENT RECEPTION OZ,1,1,1,1.0,133
8479999.0,OFF LPR OZ,3,3,3,1.0,133
8479999.0,SOUTH CYCLE +,2,2,2,1.0,133
8479999.0,O-ZONE PASS RECEPTION,5,5,5,1.0,133
8479999.0,NORTH CYCLE -,1,0,1,0.0,133
8479999.0,CONT LPR- OZ,2,0,2,0.0,133
8479999.0,LPR- OZ,1,0,1,0.0,133
8479999.0,F/OFF LPR+ DZ,2,2,2,1.0,133
8479999.0,OZPUCKPROTECTION+,1,1,1,1.0,133
8479999.0,NORTH CYCLE +,1,1,1,1.0,133
