,time_together
8474151_vs_8478450,12
8478416_vs_8482511,16
8474151_vs_8482511,14
8478416_vs_8478450,15
8478416_vs_8478443,16
8474151_vs_8478443,11
8478178_vs_8478443,21
8477507_vs_8478178,19
8475167_vs_8477507,21
8475167_vs_8478443,22
8478178_vs_8479369,16
8475167_vs_8479369,18
8478178_vs_8480828,14
8475167_vs_8480828,16
8479369_vs_8480246,16
8480246_vs_8480828,15
8479369_vs_8482929,14
8480828_vs_8482929,11
8478450_vs_8482929,17
8478450_vs_8480246,17
8480246_vs_8482511,15
8482511_vs_8482929,16
8478178_vs_8482511,10
8478178_vs_8478450,13
8477507_vs_8478416,15
8474151_vs_8477507,10
8474151_vs_8479369,9
8478416_vs_8479369,12
8474151_vs_8480828,5
8478416_vs_8480828,7
8475167_vs_8482511,16
8475167_vs_8478450,16
8477507_vs_8480246,8
8477507_vs_8482929,9
8478443_vs_8480246,8
8478443_vs_8482929,8
