,time_together
8478055_vs_8484223,15
8477932_vs_8484223,15
8478055_vs_8482762,15
8477932_vs_8482762,16
8477495_vs_8484223,17
8477495_vs_8482762,20
8478859_vs_8484223,16
8478859_vs_8482762,16
8478859_vs_8481542,16
8477495_vs_8481542,21
8475279_vs_8477495,19
8475279_vs_8478859,17
8477495_vs_8481607,11
8478859_vs_8481607,9
8475279_vs_8478055,15
8478055_vs_8481607,14
8478055_vs_8480879,13
8477495_vs_8480879,8
8477932_vs_8481607,15
8477932_vs_8480879,13
8473507_vs_8484223,10
8473507_vs_8482762,13
8482762_vs_8484304,11
8484223_vs_8484304,10
8473507_vs_8481542,10
8481542_vs_8484304,12
8475279_vs_8484304,10
8473507_vs_8475279,12
8475279_vs_8477932,14
8478859_vs_8480879,7
8478055_vs_8481542,14
8473507_vs_8480879,7
8481607_vs_8484304,7
8473507_vs_8481607,9
8480879_vs_8484304,6
8477932_vs_8481542,14
