,time_together
8480865_vs_8482700,10
8476473_vs_8479395,12
8479395_vs_8482700,10
8476473_vs_8480865,17
8479395_vs_8481568,18
8479395_vs_8482176,17
8480865_vs_8481568,22
8480865_vs_8482176,17
8477506_vs_8481568,16
8477506_vs_8482176,14
8481014_vs_8481568,14
8481014_vs_8482176,12
8476429_vs_8482176,12
8476429_vs_8481568,16
8483448_vs_8483466,14
8474673_vs_8483448,12
8474673_vs_8476429,14
8476429_vs_8483466,14
8480865_vs_8483466,15
8474673_vs_8480865,13
8479395_vs_8483466,11
8474673_vs_8479395,10
8476473_vs_8481014,12
8476473_vs_8477506,9
8476429_vs_8476473,13
8476473_vs_8483448,12
8481568_vs_8483448,10
8482700_vs_8483448,9
8476429_vs_8482700,10
8481014_vs_8483466,15
8477506_vs_8483466,18
8474673_vs_8477506,16
8474673_vs_8481014,14
8481014_vs_8482700,8
8477506_vs_8482700,9
8482176_vs_8483448,8
