,time_together
8479371_vs_8480865,14
8478460_vs_8480865,19
8476917_vs_8479371,14
8476917_vs_8478460,21
8478460_vs_8481014,20
8479371_vs_8481014,16
8477950_vs_8478460,22
8477950_vs_8479371,19
8478500_vs_8481014,18
8477950_vs_8478500,21
8476923_vs_8477950,17
8476923_vs_8481014,16
8478500_vs_8480871,10
8476923_vs_8477506,11
8476923_vs_8480871,8
8477506_vs_8478500,17
8476422_vs_8478500,8
8476422_vs_8476923,4
8476422_vs_8483485,6
8477506_vs_8483485,9
8480871_vs_8483485,7
8475790_vs_8477506,9
8475790_vs_8480871,13
8475790_vs_8476422,9
8480865_vs_8483485,8
8475790_vs_8480865,13
8476917_vs_8483485,8
8475790_vs_8476917,9
8476422_vs_8478460,9
8476422_vs_8479371,10
8477506_vs_8478460,16
8477506_vs_8479371,13
8476923_vs_8480865,10
8478500_vs_8480865,12
8476917_vs_8478500,15
8476917_vs_8476923,11
8475790_vs_8477950,15
8477950_vs_8483485,13
8481014_vs_8483485,12
8475790_vs_8481014,12
8479371_vs_8480871,9
8478460_vs_8480871,10
