period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",CHI,NYI,16,2,"['8479390', '8479514', '8480798']","['8475797', '8482192']","['8475151', '8475754', '8477392']","['8480865', '8481014']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",CHI,NYI,16,2,"['8479390', '8479514', '8480798']","['8475797', '8482192']","['8475151', '8475754', '8477392']","['8480865', '8481014']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",CHI,NYI,16,2,"['8479390', '8479514', '8480798']","['8475797', '8482192']","['8475151', '8475754', '8477392']","['8480865', '8481014']",5,5,5v5
4,3600.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",CHI,NYI,16,2,"['8477450', '8479383']",['8477495'],"['8477500', '8478445']",['8480865'],3,3,3v3
