,time_together
8473504_vs_8476458,10
8475231_vs_8476458,10
8476458_vs_8477392,11
8477392_vs_8481517,7
8477392_vs_8478366,10
8473504_vs_8481517,6
8475231_vs_8481517,6
8473504_vs_8478366,12
8475231_vs_8478366,11
8478115_vs_8481517,8
8476458_vs_8478115,9
8478115_vs_8478366,9
8475151_vs_8481517,13
8475754_vs_8481517,13
8475151_vs_8478366,12
8475151_vs_8476458,11
8475754_vs_8478366,12
8475754_vs_8476458,11
8478115_vs_8484153,13
8473986_vs_8475151,11
8478115_vs_8478873,14
8475151_vs_8484153,11
8475151_vs_8478873,10
8475754_vs_8484153,13
8473986_vs_8478115,13
8475754_vs_8478873,11
8473986_vs_8475754,12
8473986_vs_8477500,6
8477500_vs_8478873,9
8477500_vs_8484153,7
8473986_vs_8475314,8
8474641_vs_8475151,7
8474641_vs_8475314,12
8474641_vs_8477500,16
8475164_vs_8475314,12
8475151_vs_8479368,6
8477500_vs_8479368,12
8475314_vs_8479368,10
8475151_vs_8475164,5
8475164_vs_8477500,11
8478445_vs_8479368,12
8475164_vs_8478445,11
8474641_vs_8478445,14
8475314_vs_8476934,9
8476934_vs_8477500,8
8476934_vs_8478445,10
8475314_vs_8475842,10
8475842_vs_8477500,13
8475842_vs_8478445,12
8477500_vs_8477527,7
8475314_vs_8477527,7
8477527_vs_8478445,7
8475842_vs_8476419,8
8475842_vs_8479328,8
8477527_vs_8479328,5
8476934_vs_8479328,6
8476419_vs_8477527,5
8476419_vs_8476934,7
8476934_vs_8481601,7
8475842_vs_8481601,9
8477527_vs_8481601,7
8478445_vs_8481517,8
8475151_vs_8475842,9
8475754_vs_8475842,9
8477500_vs_8481517,7
8478366_vs_8478445,6
8474641_vs_8475754,8
8477500_vs_8478366,8
8475314_vs_8478366,4
8474641_vs_8478115,7
8476419_vs_8478366,9
8474641_vs_8476419,11
8473986_vs_8477392,9
8473986_vs_8475231,8
8477392_vs_8478873,12
8473504_vs_8473986,8
8473504_vs_8478873,14
8475231_vs_8478873,14
8477392_vs_8484153,11
8473504_vs_8484153,11
8475231_vs_8484153,9
8475164_vs_8475754,5
8475164_vs_8478115,7
8475754_vs_8479368,6
8478115_vs_8479368,6
8475842_vs_8478115,8
8475314_vs_8476458,6
8476458_vs_8478445,5
8476458_vs_8477500,5
8475314_vs_8481517,4
8476419_vs_8476458,7
8473986_vs_8478445,6
8473986_vs_8476419,10
8476458_vs_8481601,7
8473986_vs_8481601,7
8478445_vs_8478873,9
8478873_vs_8481601,10
8476419_vs_8478873,11
8473986_vs_8479328,4
8479328_vs_8484153,4
8478873_vs_8479328,6
8481601_vs_8484153,7
8476419_vs_8484153,9
8475754_vs_8477527,3
8477527_vs_8478115,4
8475151_vs_8477527,4
8475151_vs_8476934,4
8475754_vs_8476934,3
8476934_vs_8478115,5
8474641_vs_8477392,6
8477392_vs_8479368,6
8475164_vs_8477392,7
8473504_vs_8474641,8
8473504_vs_8479368,7
8473504_vs_8475164,9
8474641_vs_8475231,9
8475164_vs_8475231,10
8475231_vs_8479368,7
8479368_vs_8481601,7
8476419_vs_8479368,7
8474641_vs_8481601,8
8475164_vs_8481601,7
8475842_vs_8477392,6
8475231_vs_8476934,3
8476934_vs_8477392,4
8473504_vs_8476934,3
8475231_vs_8475842,4
8473504_vs_8475842,4
8475164_vs_8479328,4
8475164_vs_8476419,7
8474641_vs_8479328,4
8479328_vs_8479368,4
8481517_vs_8481601,4
8478366_vs_8481601,6
8478366_vs_8479328,6
8476458_vs_8479328,6
8478445_vs_8484153,6
8476419_vs_8481517,5
8479328_vs_8481517,4
8475314_vs_8484153,6
8475314_vs_8478873,7
8475231_vs_8477527,1
8477392_vs_8477527,2
8473504_vs_8477527,1
