,time_together
8477500_vs_8479339,9
8475314_vs_8483515,8
8475314_vs_8479339,9
8481601_vs_8483515,8
8477500_vs_8483515,9
8479339_vs_8481601,9
8477500_vs_8481523,11
8481523_vs_8481601,10
8475314_vs_8481523,10
8481618_vs_8484958,11
8479339_vs_8484958,10
8477500_vs_8481618,9
8481523_vs_8484958,10
8481601_vs_8481618,7
8481540_vs_8484958,9
8481540_vs_8481601,8
8477500_vs_8481540,8
8475151_vs_8481618,8
8475151_vs_8481523,10
8475151_vs_8481540,11
8475754_vs_8481618,9
8475151_vs_8480018,12
8480018_vs_8484958,11
8475754_vs_8480018,12
8475754_vs_8481540,11
8475231_vs_8483515,8
8475231_vs_8479339,8
8475231_vs_8480018,7
8475231_vs_8481540,8
8480018_vs_8481601,8
8475151_vs_8483515,9
8475754_vs_8483515,10
8475754_vs_8479339,9
8475151_vs_8479339,9
8476419_vs_8479339,7
8476419_vs_8480018,10
8476419_vs_8483515,8
8476419_vs_8481540,8
8481237_vs_8481523,7
8476419_vs_8481618,9
8475848_vs_8481237,10
8481237_vs_8481618,8
8476419_vs_8482476,2
8481237_vs_8482476,2
8475848_vs_8476419,10
8476419_vs_8481523,7
8475848_vs_8484958,7
8482476_vs_8484958,4
8475848_vs_8477500,10
8478133_vs_8481601,7
8475848_vs_8481601,9
8477500_vs_8478133,11
8478133_vs_8484958,8
8476981_vs_8481601,10
8476981_vs_8477500,12
8475314_vs_8478133,12
8475314_vs_8476981,10
8476469_vs_8481601,8
8475314_vs_8476469,13
8476469_vs_8477500,12
8476981_vs_8477392,5
8477392_vs_8478133,8
8476469_vs_8477392,10
8475231_vs_8476469,10
8475231_vs_8476981,3
8475231_vs_8478133,8
8475314_vs_8480018,6
8477392_vs_8480018,7
8475314_vs_8481540,6
8477392_vs_8481540,8
8474709_vs_8476981,3
8474709_vs_8480018,8
8474709_vs_8481540,9
8475231_vs_8481618,5
8474709_vs_8481618,8
8477392_vs_8481618,7
8480018_vs_8480789,7
8480789_vs_8481618,6
8480789_vs_8481540,4
8481237_vs_8481540,7
8480018_vs_8481237,9
8476419_vs_8477989,9
8477989_vs_8480789,8
8477989_vs_8481237,8
8476981_vs_8481237,8
8476419_vs_8476981,10
8476981_vs_8480789,9
8475848_vs_8480789,8
8475151_vs_8475848,8
8475754_vs_8475848,7
8475151_vs_8477989,9
8481237_vs_8483515,7
8475754_vs_8477989,10
8479339_vs_8481237,8
8483515_vs_8484958,9
8477989_vs_8484958,8
8475754_vs_8481523,8
8474709_vs_8478133,7
8474709_vs_8482476,7
8477392_vs_8482476,7
8475231_vs_8482476,7
8474709_vs_8476469,9
8478133_vs_8481237,3
8476419_vs_8478133,5
8476981_vs_8484958,7
8477989_vs_8481601,9
8475314_vs_8475848,6
8477500_vs_8477989,12
8475314_vs_8477989,9
8481601_vs_8482476,6
8477500_vs_8482476,6
8475314_vs_8482476,7
8474709_vs_8477989,3
8478133_vs_8480789,2
8480789_vs_8483515,8
8477392_vs_8477989,4
8475848_vs_8477392,4
8476419_vs_8476469,2
8476469_vs_8481237,2
8475151_vs_8478133,12
8475151_vs_8482476,4
8475754_vs_8478133,12
8475754_vs_8482476,3
8476469_vs_8484958,5
8475151_vs_8476469,9
8475754_vs_8476469,9
8477392_vs_8479339,6
8474709_vs_8483515,5
8477392_vs_8483515,6
8474709_vs_8481523,5
8477392_vs_8481523,6
8474709_vs_8479339,5
8477500_vs_8480018,8
8475151_vs_8476981,7
8475754_vs_8476981,7
8475231_vs_8481523,8
8479339_vs_8480789,6
8480789_vs_8481523,7
8476469_vs_8480789,1
8474709_vs_8475848,3
8475231_vs_8475848,2
8475314_vs_8481618,5
8475231_vs_8477989,1
