period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, righthandedopponent",LAK,NYI,26,2,"['8471685', '8481532', '8482124']","['8478882', '8478911']","['8475151', '8475314', '8476419']","['8476917', '8480865']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",LAK,NYI,26,2,"['8471685', '8481532', '8482124']","['8478882', '8478911']","['8475151', '8475314', '8476419']","['8476917', '8480865']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",LAK,NYI,26,2,"['8471685', '8481481', '8482124']","['8478882', '8478911']","['8475151', '8475314', '8476419']","['8476917', '8480865']",5,5,5v5
