period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",COL,BOS,21,6,"['8478420', '8479525', '8481042']","['8476312', '8479398']","['8473419', '8475745', '8479365']","['8476854', '8478443']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",COL,BOS,21,6,"['8478420', '8479525', '8481042']","['8476312', '8479398']","['8473419', '8475745', '8479365']","['8476854', '8478443']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",COL,BOS,21,6,"['8480448', '8481641', '8484221']","['8476312', '8478430']","['8480355', '8481043', '8481556']","['8479325', '8482511']",5,5,5v5
