,time_together
8480018_vs_8471724,14
8481618_vs_8483503,12
8476483_vs_8483457,14
8471675_vs_8483457,12
8481540_vs_8471724,14
8480018_vs_8483503,15
8476483_vs_8476875,18
8471675_vs_8476875,15
8481618_vs_8471724,12
8475810_vs_8483457,15
8481540_vs_8483503,14
8475810_vs_8476875,15
8481618_vs_8474578,9
8481540_vs_8477969,14
8480018_vs_8474578,11
8481618_vs_8477969,15
8480018_vs_8477969,16
8481540_vs_8474578,10
8481577_vs_8476875,13
8481577_vs_8483457,8
8471215_vs_8476875,12
8471215_vs_8483457,7
8478047_vs_8482964,14
8481577_vs_8482964,17
8476981_vs_8474578,12
8477989_vs_8474578,11
8475848_vs_8477969,10
8476981_vs_8477969,11
8471215_vs_8482964,18
8478047_vs_8483457,6
8477989_vs_8477969,7
8475848_vs_8474578,9
8478047_vs_8482087,14
8481577_vs_8482087,15
8471215_vs_8482087,14
8478463_vs_8482964,10
8478463_vs_8482087,8
8483515_vs_8474578,9
8482055_vs_8482964,10
8482055_vs_8482087,12
8483515_vs_8477969,10
8481523_vs_8474578,10
8481523_vs_8477969,11
8479339_vs_8477969,11
8479339_vs_8474578,9
8479996_vs_8482964,11
8479996_vs_8482087,11
8483515_vs_8477435,11
8481523_vs_8477435,12
8479339_vs_8477435,13
8483515_vs_8476891,9
8481523_vs_8476891,11
8479339_vs_8476891,10
8481618_vs_8476891,11
8480018_vs_8476891,12
8481540_vs_8476891,9
8476469_vs_8474578,11
8482476_vs_8474578,7
8478569_vs_8482111,8
8478133_vs_8477969,13
8481481_vs_8481593,9
8476442_vs_8482111,7
8476469_vs_8477969,12
8482476_vs_8477969,10
8478569_vs_8481593,9
8481481_vs_8482111,8
8478133_vs_8474578,11
8476442_vs_8481593,9
8482055_vs_8482111,8
8478463_vs_8482111,8
8479996_vs_8481593,10
8482055_vs_8481593,10
8478463_vs_8481593,10
8479996_vs_8482111,8
8476981_vs_8476891,9
8476981_vs_8471724,12
8477989_vs_8476891,9
8477989_vs_8471724,13
8478047_vs_8476875,9
8471675_vs_8482087,13
8476483_vs_8482087,12
8476469_vs_8476891,9
8476469_vs_8471724,8
8478133_vs_8476891,8
8478133_vs_8471724,9
8475810_vs_8482964,10
8481540_vs_8477435,10
8479996_vs_8483457,8
8482055_vs_8483457,10
8478463_vs_8483457,6
8481618_vs_8477435,11
8480018_vs_8477435,10
8475848_vs_8477435,7
8475848_vs_8476891,7
8476981_vs_8477435,5
8477989_vs_8477435,5
8481523_vs_8471724,10
8479339_vs_8483503,9
8481523_vs_8483503,8
8483515_vs_8471724,11
8479339_vs_8471724,10
8483515_vs_8483503,11
8476483_vs_8481593,3
8476483_vs_8482111,5
8481481_vs_8482964,7
8476483_vs_8482964,9
8478569_vs_8482964,7
8478569_vs_8482087,9
8481481_vs_8482087,10
8471675_vs_8482964,9
8475810_vs_8482087,11
8482476_vs_8476891,6
8478133_vs_8477435,6
8482476_vs_8477435,9
8476469_vs_8477435,6
8482476_vs_8471724,6
8478133_vs_8483503,6
8482476_vs_8483503,7
8476469_vs_8483503,6
8477989_vs_8483503,10
8476981_vs_8483503,10
8475848_vs_8471724,12
8475848_vs_8483503,11
8478463_vs_8476875,3
8479996_vs_8476875,9
8482055_vs_8476875,9
8476442_vs_8476875,7
8476442_vs_8483457,9
8481481_vs_8476875,9
8481481_vs_8483457,8
8476442_vs_8482964,6
8478047_vs_8481593,4
8475810_vs_8481593,3
8471675_vs_8481593,2
8475810_vs_8482111,2
8471675_vs_8482111,3
8478569_vs_8483457,8
8478569_vs_8476875,6
8481577_vs_8482111,6
8481577_vs_8481593,4
8476442_vs_8482087,6
8478047_vs_8482111,6
8471215_vs_8482111,5
8471215_vs_8481593,2
