,time_together
8480281_vs_8476917,11
8475754_vs_8482516,13
8476897_vs_8477506,16
8478115_vs_8476792,12
8477573_vs_8477506,8
8475151_vs_8476792,16
8480281_vs_8477506,10
8476897_vs_8476917,12
8478115_vs_8482516,12
8477573_vs_8476917,10
8475754_vs_8476792,22
8475151_vs_8482516,11
8476897_vs_8476422,14
8480281_vs_8476422,12
8477573_vs_8476422,10
8475754_vs_8476892,12
8478115_vs_8476892,9
8475151_vs_8476892,14
8475170_vs_8477506,16
8478445_vs_8476892,18
8480023_vs_8477506,12
8475170_vs_8476422,12
8477500_vs_8476892,20
8480023_vs_8476422,7
8478445_vs_8475181,18
8477500_vs_8475181,20
8475754_vs_8475181,10
8475170_vs_8480865,17
8477573_vs_8480865,9
8480023_vs_8480865,14
8475314_vs_8476892,15
8475314_vs_8475181,15
8479385_vs_8476422,6
8479385_vs_8480865,12
8475151_vs_8475181,12
8477402_vs_8480865,14
8478445_vs_8474618,8
8477500_vs_8474618,6
8475754_vs_8474618,9
8477953_vs_8480865,11
8478445_vs_8476792,16
8477500_vs_8476792,16
8475151_vs_8474618,9
8476419_vs_8475181,12
8478115_vs_8475181,7
8476419_vs_8476892,13
8475314_vs_8482516,9
8475763_vs_8477506,14
8476419_vs_8482516,11
8475763_vs_8476422,8
8476897_vs_8481014,11
8482737_vs_8481014,5
8475763_vs_8481014,6
8482737_vs_8477506,7
8475314_vs_8481059,3
8475314_vs_8474618,6
8476419_vs_8474618,7
8478115_vs_8474618,7
8476438_vs_8477506,11
8476419_vs_8481059,11
8478115_vs_8481059,8
8476438_vs_8481014,7
8482737_vs_8476429,8
8475763_vs_8476429,7
8481237_vs_8474618,7
8481237_vs_8481059,9
8476438_vs_8476429,7
8474709_vs_8474618,7
8474709_vs_8481059,7
8473504_vs_8474618,8
8473504_vs_8481059,12
8475763_vs_8476917,13
8476438_vs_8476917,12
8482737_vs_8476917,9
8477402_vs_8476917,13
8481601_vs_8482516,10
8481601_vs_8481059,9
8479385_vs_8476917,14
8480789_vs_8482516,6
8480789_vs_8481059,5
8477402_vs_8477506,10
8479385_vs_8477506,11
8481601_vs_8476792,12
8476419_vs_8476792,11
8480789_vs_8476792,6
8480023_vs_8476917,15
8479385_vs_8481014,13
8480023_vs_8481014,11
8477402_vs_8481014,10
8480789_vs_8476892,9
8482089_vs_8481014,7
8482089_vs_8480865,8
8475170_vs_8481014,9
8477953_vs_8481014,3
8482089_vs_8476422,6
8477953_vs_8476422,7
8475170_vs_8476429,7
8482089_vs_8476429,9
8477953_vs_8476429,4
8478445_vs_8481059,6
8477953_vs_8476917,9
8475170_vs_8476917,11
8482089_vs_8476917,11
8480281_vs_8476429,9
8476897_vs_8476429,10
8477573_vs_8476429,6
8480789_vs_8474618,5
8481601_vs_8474618,6
8477953_vs_8477506,10
8479385_vs_8476429,9
8473504_vs_8476792,11
8477402_vs_8476429,9
8480023_vs_8476429,10
8475754_vs_8481059,11
8476438_vs_8476422,6
8476897_vs_8480865,11
8475763_vs_8480865,9
8477500_vs_8481059,2
8476438_vs_8480865,10
8480789_vs_8475181,7
8478445_vs_8482516,11
8477500_vs_8482516,9
8480281_vs_8480865,10
8475314_vs_8476792,11
8477402_vs_8476422,7
8481237_vs_8476792,5
8481237_vs_8482516,7
8474709_vs_8482516,5
8474709_vs_8476792,5
8473504_vs_8482516,6
8482089_vs_8477506,9
8475151_vs_8481059,5
8481237_vs_8476892,3
8480281_vs_8481014,5
8477573_vs_8481014,3
8481601_vs_8475181,8
8473504_vs_8476892,3
8481601_vs_8476892,9
8473504_vs_8475181,4
8482737_vs_8480865,5
8482737_vs_8476422,6
8474709_vs_8475181,3
8481237_vs_8475181,3
8474709_vs_8476892,2
