period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",NJD,ANA,1,24,"['8476292', '8479407', '8481559']","['8478399', '8480192']","['8477952', '8481533', '8484153']","['8475764', '8482803']",5,5,5v5
2,1200.0,nz,NZ FACE OFF+,"centerfodot, lefthandedopponent",NJD,ANA,1,24,"['8476292', '8479407', '8481559']","['8478399', '8480192']","['8477952', '8481533', '8484153']","['8475764', '8482803']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",NJD,ANA,1,24,"['8476292', '8479407', '8481559']","['8478399', '8480192']","['8478873', '8482745', '8483445']","['8475208', '8483490']",5,5,5v5
