period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",FLA,PHI,13,4,"['8473419', '8477409', '8477935']","['8477495', '8478859']","['8476461', '8477989', '8484387']","['8476372', '8477948']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",FLA,PHI,13,4,"['8473419', '8477409', '8477935']","['8477495', '8478859']","['8476461', '8477989', '8484387']","['8476372', '8477948']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",FLA,PHI,13,4,"['8477933', '8480185', '8482113']","['8477495', '8478859']","['8476461', '8477989', '8484387']","['8476372', '8477948']",5,5,5v5
