,time_together
8478055_vs_8478851,22
8476875_vs_8478055,22
8477495_vs_8478851,22
8476875_vs_8477495,22
8475179_vs_8478851,12
8475179_vs_8476875,14
8476875_vs_8478859,18
8478851_vs_8478859,17
8475233_vs_8478859,9
8478859_vs_8482964,10
8475179_vs_8482964,9
8475179_vs_8475233,8
8475233_vs_8477220,13
8477220_vs_8482964,13
8477220_vs_8481593,13
8475179_vs_8481593,19
8475179_vs_8483457,22
8477220_vs_8483457,13
8483457_vs_8484304,9
8481593_vs_8484304,9
8478055_vs_8481593,14
8478055_vs_8483457,18
8477495_vs_8482964,11
8478055_vs_8482964,9
8477495_vs_8481593,12
8475233_vs_8478055,8
8475233_vs_8477495,12
8478859_vs_8483457,19
8478859_vs_8481593,16
8477495_vs_8483457,18
8482964_vs_8484304,13
8475233_vs_8484304,13
8477220_vs_8478851,4
8478851_vs_8484304,4
8476875_vs_8477220,4
8476875_vs_8484304,4
