,time_together
8478136_vs_8481014,13
8477541_vs_8481014,12
8477506_vs_8478136,16
8477506_vs_8477541,14
8476917_vs_8478136,14
8476917_vs_8477541,14
8478136_vs_8480865,17
8477541_vs_8480865,16
8476917_vs_8482122,13
8476463_vs_8480865,21
8476463_vs_8476917,15
8480865_vs_8482122,22
8480865_vs_8482094,6
8476917_vs_8480884,8
8480865_vs_8480884,7
8476917_vs_8482094,7
8480222_vs_8480884,6
8480222_vs_8482094,7
8476429_vs_8482122,9
8476463_vs_8480222,10
8476429_vs_8476463,11
8480222_vs_8482122,10
8481014_vs_8482122,12
8476463_vs_8481014,10
8476429_vs_8482094,9
8476429_vs_8480884,10
8480884_vs_8481014,10
8481014_vs_8482094,10
8477506_vs_8480884,10
8477506_vs_8482094,8
8476429_vs_8478136,10
8476429_vs_8477541,10
8478136_vs_8480222,11
8477541_vs_8480222,10
8477506_vs_8482122,9
8476463_vs_8477506,7
