,time_together
8476483_vs_8479638,18
8473419_vs_8476483,19
8471675_vs_8479638,17
8473419_vs_8475810,21
8476483_vs_8477496,20
8471675_vs_8477496,21
8475810_vs_8479638,16
8471675_vs_8473419,20
8475810_vs_8477496,22
8477496_vs_8481577,5
8471215_vs_8477496,8
8471215_vs_8473419,7
8473419_vs_8481577,3
8476483_vs_8478401,15
8478401_vs_8481577,11
8471215_vs_8478401,14
8473419_vs_8478047,5
8477956_vs_8481577,11
8471215_vs_8477956,11
8478047_vs_8478401,10
8477956_vs_8478047,12
8478047_vs_8479987,15
8479987_vs_8481577,11
8471215_vs_8479987,13
8475745_vs_8481481,11
8479365_vs_8482055,5
8474870_vs_8481481,11
8475745_vs_8482055,7
8475745_vs_8478463,9
8474870_vs_8482055,4
8479365_vs_8481481,9
8474870_vs_8478463,10
8478463_vs_8479365,9
8478569_vs_8480355,9
8476442_vs_8481556,10
8475763_vs_8481043,10
8476442_vs_8480355,8
8475763_vs_8481556,11
8478569_vs_8481043,9
8475763_vs_8480355,10
8478569_vs_8481556,9
8476442_vs_8481043,10
8474870_vs_8478047,13
8475745_vs_8481577,11
8478047_vs_8479365,12
8474870_vs_8481577,7
8471215_vs_8474870,8
8471215_vs_8479365,12
8471215_vs_8475745,11
8475745_vs_8478047,13
8479365_vs_8481577,11
8476483_vs_8477956,12
8476483_vs_8479987,12
8471675_vs_8478401,14
8471675_vs_8477956,13
8471675_vs_8479987,12
8475810_vs_8478401,16
8475810_vs_8477956,14
8475810_vs_8479987,11
8479638_vs_8482055,5
8477496_vs_8482055,9
8473419_vs_8482055,6
8473419_vs_8481481,9
8477496_vs_8481481,8
8479638_vs_8481481,5
8477496_vs_8478463,5
8473419_vs_8478463,6
8478463_vs_8479638,6
8481481_vs_8481556,4
8478463_vs_8481556,6
8481556_vs_8482055,6
8478569_vs_8479638,3
8477496_vs_8478569,11
8480355_vs_8482055,6
8478463_vs_8480355,5
8476442_vs_8479638,2
8478463_vs_8481043,4
8475745_vs_8475763,6
8474870_vs_8476442,8
8474870_vs_8475763,4
8475745_vs_8478569,10
8474870_vs_8478569,11
8475745_vs_8476442,7
8481043_vs_8481577,6
8471215_vs_8481043,6
8476442_vs_8479365,4
8478569_vs_8479365,6
8474870_vs_8475810,4
8471215_vs_8479638,7
8474870_vs_8476483,5
8471675_vs_8474870,6
8478463_vs_8479987,12
8477956_vs_8478463,10
8477956_vs_8481481,12
8479987_vs_8481481,11
8477956_vs_8482055,13
8479987_vs_8482055,12
8478401_vs_8481481,12
8478401_vs_8482055,13
8478401_vs_8478463,10
8476442_vs_8478401,10
8475763_vs_8477956,4
8476442_vs_8479987,4
8478401_vs_8478569,12
8475763_vs_8478401,6
8475763_vs_8479987,2
8477956_vs_8478569,11
8476442_vs_8477956,9
8478569_vs_8479987,7
8481556_vs_8481577,8
8480355_vs_8481577,8
8479638_vs_8481577,3
8478047_vs_8479638,5
8475745_vs_8475810,10
8471675_vs_8475745,13
8475745_vs_8476483,12
8473419_vs_8478569,8
8473419_vs_8476442,6
8476442_vs_8477496,9
8471215_vs_8481556,6
8476483_vs_8481556,4
8471675_vs_8481556,4
8475810_vs_8481556,4
8476483_vs_8479365,6
8471675_vs_8479365,7
8475763_vs_8477496,7
8475763_vs_8479365,3
8473419_vs_8475763,4
8478047_vs_8480355,6
8478047_vs_8481043,5
8478047_vs_8481556,5
8471215_vs_8480355,6
8480355_vs_8481481,4
8481043_vs_8481481,3
8481043_vs_8482055,2
8475810_vs_8479365,3
8471675_vs_8480355,3
8476483_vs_8480355,3
8476483_vs_8481043,2
8477496_vs_8478047,4
8471675_vs_8481043,1
8475810_vs_8481043,1
8475810_vs_8480355,2
