period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",NYR,PIT,3,5,"['8476459', '8476468', '8482157']","['8478882', '8479323']","['8471215', '8471675', '8485414']","['8471724', '8484839']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",NYR,PIT,3,5,"['8476459', '8476468', '8482157']","['8478882', '8479323']","['8471675', '8476483', '8482758']","['8471724', '8478854']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",NYR,PIT,3,5,"['8476459', '8476468', '8478550', '8482109']",['8479323'],"['8480980', '8481481']","['8478450', '8478854']",5,4,4v5
