period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",CBJ,TBL,29,14,"['8476432', '8482660', '8484166']","['8479371', '8481161']","['8476826', '8477416', '8480995']","['8475167', '8482655']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",CBJ,TBL,29,14,"['8476432', '8482660', '8484166']","['8479371', '8481161']","['8476826', '8477416', '8480995']","['8475167', '8482655']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",CBJ,TBL,29,14,"['8476432', '8482660', '8484166']","['8479371', '8481161']","['8476826', '8477416', '8480995']","['8475167', '8482655']",5,5,5v5
