period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",SEA,NYI,55,2,"['8477444', '8477955', '8482665']","['8476467', '8477986']","['8475314', '8476419', '8477500']","['8476429', '8477506']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",SEA,NYI,55,2,"['8477444', '8477955', '8482665']","['8476467', '8477986']","['8475314', '8476419', '8477500']","['8476429', '8477506']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",SEA,NYI,55,2,"['8477444', '8477955', '8482665']","['8476467', '8477986']","['8475314', '8476419', '8477500']","['8476429', '8477506']",5,5,5v5
