,time_together
8475208_vs_8478013,14
8478013_vs_8483490,14
8475208_vs_8476879,13
8476879_vs_8483490,12
8480172_vs_8481605,7
8475462_vs_8480172,4
8479983_vs_8481605,7
8475462_vs_8479983,4
8475462_vs_8478013,13
8475764_vs_8478013,15
8475208_vs_8482144,9
8482144_vs_8483490,12
8475462_vs_8476879,12
8476879_vs_8481605,17
8475462_vs_8481567,13
8481567_vs_8481605,14
8475764_vs_8481567,8
8475764_vs_8476879,16
8481567_vs_8482803,9
8476879_vs_8482803,21
8478013_vs_8481605,15
8478013_vs_8482803,20
8479983_vs_8482803,15
8475208_vs_8479983,12
8479983_vs_8483490,12
8482144_vs_8482803,6
8481567_vs_8483490,12
8475764_vs_8482144,8
8475764_vs_8479983,15
8475764_vs_8480172,15
8480172_vs_8482803,15
8475208_vs_8480172,10
8480172_vs_8483490,11
8475462_vs_8482144,14
8481605_vs_8482144,14
8475208_vs_8481567,8
