,time_together
8473504_vs_8476441,12
8479359_vs_8480222,10
8475343_vs_8476422,11
8479359_vs_8476422,11
8477979_vs_8476422,12
8474709_vs_8475324,13
8477392_vs_8475324,15
8474709_vs_8476441,10
8477392_vs_8476441,14
8477979_vs_8480222,12
8473504_vs_8475324,15
8475343_vs_8480222,12
8474709_vs_8480796,1
8473504_vs_8474590,15
8477392_vs_8480796,1
8473504_vs_8480796,1
8474709_vs_8474590,11
8477392_vs_8474590,13
8476880_vs_8480865,15
8477500_vs_8474590,21
8476880_vs_8481014,13
8475314_vs_8474590,15
8476419_vs_8474590,15
8481580_vs_8480865,14
8477500_vs_8480796,3
8475314_vs_8480796,3
8476419_vs_8480796,1
8481580_vs_8481014,13
8471214_vs_8480865,15
8471214_vs_8481014,14
8478445_vs_8474590,15
8478445_vs_8480796,3
8475754_vs_8477845,13
8475314_vs_8477845,12
8478440_vs_8480865,14
8475754_vs_8480796,2
8478440_vs_8481014,13
8478445_vs_8477845,13
8476880_vs_8474145,7
8478440_vs_8474145,13
8471214_vs_8474145,10
8477511_vs_8481541,10
8478115_vs_8480873,16
8478115_vs_8477845,14
8481656_vs_8474145,15
8478440_vs_8481541,8
8475151_vs_8480873,16
8481656_vs_8481541,13
8475151_vs_8477845,15
8475754_vs_8480873,16
8477511_vs_8474145,12
8481656_vs_8480222,14
8478440_vs_8480222,7
8477511_vs_8480222,9
8475754_vs_8475324,15
8478115_vs_8475324,12
8475151_vs_8475324,16
8478115_vs_8476441,9
8475151_vs_8476441,10
8475754_vs_8476441,11
8481601_vs_8475324,12
8476419_vs_8475324,12
8476419_vs_8476441,15
8479547_vs_8480222,7
8479547_vs_8476422,5
8475744_vs_8480222,11
8482148_vs_8480222,8
8475744_vs_8476422,11
8479328_vs_8475324,9
8479328_vs_8476441,12
8482148_vs_8476422,8
8481601_vs_8476441,13
8475744_vs_8480865,11
8482148_vs_8480865,9
8479547_vs_8480865,7
8475744_vs_8481014,10
8482148_vs_8481014,10
8479547_vs_8481014,6
8478115_vs_8480796,1
8475754_vs_8474590,13
8475151_vs_8480796,1
8478115_vs_8474590,10
8475151_vs_8474590,13
8476419_vs_8480873,14
8481656_vs_8476422,11
8478440_vs_8476422,6
8477511_vs_8476422,8
8476419_vs_8477845,12
8479328_vs_8480873,8
8479328_vs_8477845,7
8481601_vs_8477845,7
8481601_vs_8480873,10
8473504_vs_8480873,12
8473504_vs_8477845,9
8477979_vs_8480865,9
8475343_vs_8480865,10
8477979_vs_8481014,8
8475343_vs_8481014,6
8477500_vs_8475324,13
8477500_vs_8476441,12
8479359_vs_8480865,10
8479359_vs_8481014,6
8478445_vs_8475324,13
8478445_vs_8476441,11
8475314_vs_8476441,11
8475314_vs_8475324,11
8477500_vs_8480873,13
8478445_vs_8480873,13
8475314_vs_8480873,13
8481656_vs_8481014,13
8481580_vs_8474145,7
8476880_vs_8481541,7
8476880_vs_8480222,4
8476880_vs_8476422,5
8475744_vs_8481541,10
8481601_vs_8474590,10
8482148_vs_8481541,12
8482148_vs_8474145,11
8479547_vs_8474145,8
8475744_vs_8474145,12
8479328_vs_8474590,10
8479547_vs_8481541,8
8474709_vs_8480873,9
8477392_vs_8480873,7
8477500_vs_8477845,12
8471214_vs_8480222,6
8471214_vs_8476422,5
8481580_vs_8476422,6
8481580_vs_8480222,7
8481580_vs_8481541,9
8471214_vs_8481541,9
8477511_vs_8481014,12
8481656_vs_8480865,16
8477511_vs_8480865,14
8474709_vs_8477845,7
8477979_vs_8474145,8
8475343_vs_8474145,6
8477979_vs_8481541,7
8475343_vs_8481541,5
8479359_vs_8481541,5
8479359_vs_8474145,6
8477392_vs_8477845,6
