,time_together
8475167_vs_8477506,20
8476422_vs_8478178,12
8475167_vs_8476422,13
8477506_vs_8478178,19
8475167_vs_8476917,21
8476917_vs_8478178,21
8475167_vs_8480865,18
8478178_vs_8480865,17
8480246_vs_8480865,20
8476917_vs_8480246,10
8476917_vs_8482929,9
8480865_vs_8482929,19
8480246_vs_8481014,18
8481014_vs_8482929,19
8474145_vs_8482929,16
8474145_vs_8480246,16
8476856_vs_8481014,16
8474145_vs_8476856,12
8477938_vs_8481014,15
8474145_vs_8477938,12
8476422_vs_8477938,12
8476422_vs_8476856,11
8477506_vs_8477938,13
8476856_vs_8477506,14
8478178_vs_8481014,16
8475167_vs_8481014,15
8476856_vs_8476917,11
8476917_vs_8477938,11
8476422_vs_8482929,13
8476422_vs_8480246,12
8476856_vs_8480865,14
8477938_vs_8480865,14
8474145_vs_8475167,9
8474145_vs_8478178,8
8477506_vs_8482929,11
8477506_vs_8480246,11
