,time_together
8478133_vs_8481716,13
8477497_vs_8478133,13
8478133_vs_8480893,12
8477497_vs_8482476,9
8476469_vs_8480893,10
8476469_vs_8481716,10
8480893_vs_8482476,7
8476469_vs_8477497,10
8481716_vs_8482476,8
8480893_vs_8483515,12
8478133_vs_8482705,7
8482476_vs_8482705,4
8482705_vs_8483515,15
8481716_vs_8483515,13
8481540_vs_8482705,16
8481540_vs_8481716,13
8480893_vs_8481540,12
8480018_vs_8482705,17
8480018_vs_8480893,14
8480018_vs_8481716,15
8482660_vs_8483515,12
8480018_vs_8482660,13
8481540_vs_8482660,13
8479671_vs_8481540,14
8479671_vs_8480018,14
8479671_vs_8483515,13
8474037_vs_8480018,6
8474037_vs_8483515,3
8474037_vs_8481540,3
8483515_vs_8484166,3
8474037_vs_8481618,5
8481618_vs_8484166,8
8480018_vs_8484166,8
8479671_vs_8481618,8
8479339_vs_8479944,4
8479339_vs_8484166,3
8479944_vs_8481618,7
8479944_vs_8480018,5
8474037_vs_8479339,3
8479944_vs_8481523,5
8481523_vs_8484166,5
8474037_vs_8481523,4
8481523_vs_8482451,8
8479339_vs_8482451,4
8481618_vs_8482451,10
8481618_vs_8482660,8
8481523_vs_8482660,8
8479339_vs_8482660,5
8477497_vs_8479339,4
8477497_vs_8481618,10
8480893_vs_8481618,10
8477497_vs_8481523,12
8479339_vs_8480893,3
8480893_vs_8481523,11
8481618_vs_8481716,10
8479339_vs_8481716,3
8481523_vs_8481716,10
8475848_vs_8482451,7
8476981_vs_8482451,7
8475848_vs_8476374,6
8477989_vs_8482451,7
8475848_vs_8480893,10
8476981_vs_8480893,11
8476374_vs_8477989,6
8476374_vs_8476981,7
8477989_vs_8480893,9
8477989_vs_8479944,8
8476981_vs_8479944,7
8475848_vs_8479944,9
8476981_vs_8482660,7
8475848_vs_8482660,5
8477989_vs_8482660,5
8476374_vs_8476469,3
8476469_vs_8479944,8
8476469_vs_8482660,5
8478133_vs_8482660,6
8476469_vs_8479671,3
8476981_vs_8479671,8
8476374_vs_8478133,3
8478133_vs_8479671,5
8479671_vs_8482476,2
8482476_vs_8482660,2
8476469_vs_8482705,4
8482476_vs_8484166,7
8474037_vs_8478133,8
8474037_vs_8482476,6
8476469_vs_8484166,8
8474037_vs_8476469,7
8478133_vs_8479944,7
8478133_vs_8484166,11
8479944_vs_8482476,8
8477497_vs_8483515,12
8477497_vs_8480018,14
8477497_vs_8481540,13
8479671_vs_8481523,9
8479339_vs_8479671,3
8481618_vs_8482705,10
8479339_vs_8482705,4
8481523_vs_8482705,12
8476374_vs_8481618,8
8476374_vs_8481523,7
8476374_vs_8479339,3
8475848_vs_8479671,6
8474037_vs_8477989,8
8474037_vs_8476981,6
8474037_vs_8475848,8
8475848_vs_8484166,9
8476981_vs_8484166,9
8477989_vs_8484166,11
8482451_vs_8482476,3
8476469_vs_8482451,3
8476374_vs_8482476,2
8478133_vs_8482451,3
8475848_vs_8482705,9
8476981_vs_8482705,7
8477989_vs_8482705,8
8477989_vs_8479671,7
8475848_vs_8481716,6
8475848_vs_8477497,5
8477497_vs_8477989,6
8476981_vs_8481716,7
8476981_vs_8477497,7
8477989_vs_8481716,7
8479944_vs_8481540,2
8479944_vs_8483515,2
8481540_vs_8484166,2
8481540_vs_8482451,3
8480018_vs_8482451,5
8482451_vs_8483515,3
8476374_vs_8480018,2
8476374_vs_8481540,1
8476374_vs_8483515,1
