,time_together
8477392_vs_8478133,5
8477392_vs_8477497,3
8475231_vs_8477497,7
8473504_vs_8478133,6
8476981_vs_8477392,4
8473504_vs_8477497,6
8475231_vs_8478133,6
8475231_vs_8476981,7
8473504_vs_8476981,8
8477497_vs_8477500,8
8477500_vs_8478133,9
8476981_vs_8477500,8
8478445_vs_8483515,17
8475314_vs_8483515,18
8478445_vs_8480018,17
8477500_vs_8483515,18
8478445_vs_8481540,15
8475314_vs_8480018,18
8477500_vs_8480018,18
8477500_vs_8481540,16
8475314_vs_8481540,16
8475314_vs_8476469,11
8476469_vs_8477500,10
8476469_vs_8478445,9
8478115_vs_8483515,9
8476469_vs_8478115,6
8478115_vs_8480018,12
8475848_vs_8478445,8
8475848_vs_8478115,4
8475754_vs_8480018,9
8475754_vs_8475848,4
8475754_vs_8476469,4
8475151_vs_8475848,4
8475754_vs_8477989,7
8475151_vs_8477989,7
8477989_vs_8478115,5
8475151_vs_8476469,5
8475848_vs_8479328,5
8476469_vs_8479328,6
8477989_vs_8479328,5
8476419_vs_8477989,8
8476419_vs_8476469,8
8475848_vs_8476419,8
8476469_vs_8481601,8
8477989_vs_8481601,7
8475848_vs_8481601,7
8481058_vs_8481601,7
8473504_vs_8481058,10
8473504_vs_8476469,8
8476419_vs_8481058,7
8473504_vs_8477989,10
8475231_vs_8476469,8
8475231_vs_8477989,9
8475231_vs_8481058,10
8478477_vs_8481601,6
8473504_vs_8478477,7
8475231_vs_8478477,8
8477392_vs_8481058,7
8476469_vs_8477392,7
8477392_vs_8478477,7
8477392_vs_8479543,9
8473504_vs_8479543,8
8475231_vs_8479543,9
8478115_vs_8481540,9
8475151_vs_8483515,7
8475754_vs_8483515,8
8475151_vs_8480018,9
8475151_vs_8481540,6
8475754_vs_8481540,7
8476981_vs_8478115,14
8475754_vs_8476981,15
8475151_vs_8476981,12
8475151_vs_8478133,13
8475754_vs_8478133,13
8478115_vs_8478133,14
8475151_vs_8477497,12
8477497_vs_8478115,12
8475754_vs_8477497,14
8476419_vs_8476981,10
8476419_vs_8478133,11
8476419_vs_8477497,12
8478133_vs_8481601,9
8476981_vs_8481601,11
8477497_vs_8481601,11
8477497_vs_8479328,5
8478133_vs_8479328,6
8476981_vs_8479328,8
8475848_vs_8477392,7
8473504_vs_8475848,8
8475231_vs_8475848,7
8477392_vs_8477989,7
8475314_vs_8478477,3
8477500_vs_8478477,5
8478445_vs_8478477,4
8479328_vs_8479543,6
8476419_vs_8478477,5
8479543_vs_8481601,5
8476419_vs_8479543,5
8478477_vs_8479328,6
8479328_vs_8481058,7
8477989_vs_8478445,13
8478445_vs_8481058,4
8475314_vs_8477989,10
8475314_vs_8481058,4
8475848_vs_8477500,8
8475314_vs_8475848,8
8477500_vs_8477989,13
8476419_vs_8480018,7
8476419_vs_8483515,7
8476419_vs_8481540,7
8478115_vs_8478477,4
8475151_vs_8478477,5
8479328_vs_8483515,3
8478115_vs_8479543,5
8477497_vs_8478445,6
8478133_vs_8478445,7
8476981_vs_8478445,7
8475314_vs_8477497,5
8475314_vs_8478133,7
8475314_vs_8476981,6
8479328_vs_8480018,3
8475231_vs_8480018,6
8480018_vs_8481601,6
8477392_vs_8483515,3
8475231_vs_8483515,5
8477392_vs_8480018,5
8481601_vs_8483515,6
8473504_vs_8483515,4
8477392_vs_8481540,4
8475231_vs_8481540,6
8473504_vs_8480018,4
8473504_vs_8481540,4
8475754_vs_8478477,4
8477500_vs_8481058,3
8475754_vs_8479543,4
8475754_vs_8481058,3
8475151_vs_8479543,4
8478115_vs_8481058,2
8475151_vs_8481058,2
8475314_vs_8479543,2
8478445_vs_8479543,3
8477500_vs_8479543,2
8481540_vs_8481601,5
8479328_vs_8481540,2
