,time_together
8481043_vs_8484135,5
8480845_vs_8481043,7
8479968_vs_8484135,3
8475799_vs_8481043,8
8475799_vs_8481556,7
8480845_vs_8481556,7
8481556_vs_8484135,3
8479968_vs_8480845,8
8475799_vs_8479968,8
8477956_vs_8484135,9
8475799_vs_8478401,11
8479987_vs_8480845,8
8475799_vs_8479987,9
8478401_vs_8480845,7
8477956_vs_8480845,8
8475799_vs_8477956,9
8479987_vs_8484135,9
8478401_vs_8484135,9
8475745_vs_8476460,22
8477496_vs_8478398,21
8473419_vs_8476460,18
8477496_vs_8480014,19
8476460_vs_8477496,19
8473419_vs_8478398,18
8475745_vs_8478398,22
8475745_vs_8480014,20
8473419_vs_8480014,17
8478401_vs_8480014,12
8477940_vs_8478401,12
8476460_vs_8478401,11
8478398_vs_8478401,12
8477496_vs_8477940,4
8480014_vs_8481556,5
8475745_vs_8477940,7
8477940_vs_8481556,10
8476460_vs_8481556,6
8478398_vs_8481556,5
8475745_vs_8482149,6
8479365_vs_8480014,2
8481043_vs_8482149,6
8479365_vs_8482149,8
8476460_vs_8481043,2
8480014_vs_8481043,2
8475799_vs_8479365,11
8476460_vs_8479365,4
8479365_vs_8480113,6
8476480_vs_8479365,10
8480113_vs_8481043,2
8476480_vs_8481043,6
8479638_vs_8480845,9
8478891_vs_8483505,12
8480845_vs_8483505,9
8479365_vs_8480845,9
8478891_vs_8479365,10
8475799_vs_8483505,11
8478891_vs_8479638,10
8475799_vs_8479638,9
8479638_vs_8481019,6
8481019_vs_8483505,7
8479365_vs_8481019,6
8478401_vs_8478891,9
8478401_vs_8481019,14
8478891_vs_8479987,7
8479638_vs_8480113,6
8479987_vs_8480113,10
8479987_vs_8481019,12
8478401_vs_8480113,11
8479638_vs_8484135,5
8477956_vs_8480113,12
8477956_vs_8481019,14
8477956_vs_8480014,8
8476460_vs_8477956,9
8477956_vs_8478398,9
8479987_vs_8480014,9
8476460_vs_8479987,9
8478398_vs_8479987,9
8477956_vs_8482149,13
8478401_vs_8482149,12
8479987_vs_8482149,11
8477940_vs_8477956,10
8476480_vs_8478401,11
8476480_vs_8479987,11
8477940_vs_8479987,9
8476480_vs_8477956,14
8481556_vs_8482149,7
8476480_vs_8481556,7
8477940_vs_8481043,5
8476480_vs_8479968,7
8477940_vs_8479968,7
8479968_vs_8482149,7
8477940_vs_8479638,9
8477940_vs_8479365,6
8476480_vs_8479638,7
8475745_vs_8481019,1
8478891_vs_8481556,5
8478891_vs_8479968,8
8478891_vs_8481043,6
8477496_vs_8480845,3
8477496_vs_8478891,7
8475799_vs_8477496,4
8475745_vs_8480845,6
8475745_vs_8478891,7
8475745_vs_8475799,8
8473419_vs_8478891,6
8473419_vs_8475799,4
8473419_vs_8480845,5
8479638_vs_8480014,3
8478398_vs_8479638,3
8476460_vs_8479638,5
8480113_vs_8483505,7
8483505_vs_8484135,5
8479365_vs_8484135,4
8478398_vs_8483505,3
8476460_vs_8483505,4
8480014_vs_8483505,2
8478398_vs_8479365,3
8475745_vs_8476480,6
8473419_vs_8482149,2
8473419_vs_8476480,2
8473419_vs_8477940,2
8479968_vs_8481019,4
8479968_vs_8480113,2
8473419_vs_8480113,4
8473419_vs_8481019,3
8477496_vs_8480113,3
8477496_vs_8481019,5
8477956_vs_8478891,9
8476480_vs_8483505,7
8477940_vs_8483505,6
8482149_vs_8483505,8
8479638_vs_8482149,6
8480113_vs_8481556,2
8481019_vs_8481556,3
8481019_vs_8481043,3
8476460_vs_8479968,2
8478398_vs_8479968,1
8479968_vs_8480014,1
8478398_vs_8481043,1
8476480_vs_8477496,2
8477496_vs_8482149,1
8475745_vs_8480113,2
8473419_vs_8484135,1
8475745_vs_8484135,1
8477496_vs_8484135,1
