period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+,"centerfodot, righthandedopponent",SEA,MTL,55,8,"['8475768', '8481554', '8482665']","['8476457', '8478407']","['8480018', '8481540', '8483515']","['8476875', '8478851']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",SEA,MTL,55,8,"['8475768', '8481554', '8482665']","['8476457', '8478407']","['8480018', '8481540', '8483515']","['8476875', '8478851']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+,"centerfodot, righthandedopponent",SEA,MTL,55,8,"['8475768', '8481554', '8482665']","['8476457', '8478407']","['8480018', '8481540', '8483515']","['8476875', '8478851']",5,5,5v5
4,3600.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, lefthandedopponent",SEA,MTL,55,8,"['8474586', '8476905']",['8477986'],"['8477989', '8480018']",['8483457'],3,3,3v3
