,time_together
8476463_vs_8481546,18
8477948_vs_8482122,20
8481546_vs_8482122,20
8476463_vs_8477948,21
8474716_vs_8476372,13
8474716_vs_8481546,20
8481546_vs_8484798,18
8476372_vs_8484798,11
8482142_vs_8484798,8
8474716_vs_8482142,14
8477948_vs_8484798,20
8474716_vs_8477948,22
8477948_vs_8478136,18
8478136_vs_8481546,16
8477948_vs_8483460,13
8481546_vs_8483460,10
8478454_vs_8483460,4
8478136_vs_8481178,7
8478136_vs_8478454,5
8481178_vs_8483460,7
8476372_vs_8482122,16
8476372_vs_8478136,15
8476372_vs_8476463,15
8476463_vs_8482142,18
8482122_vs_8482142,17
8478454_vs_8484798,9
8474716_vs_8481178,7
8474716_vs_8478454,8
8481178_vs_8484798,7
8476372_vs_8483460,9
8478136_vs_8482142,17
8482142_vs_8483460,12
8478454_vs_8482122,8
8481178_vs_8482122,8
8476463_vs_8481178,9
8476463_vs_8478454,9
