player_id,period,periodTime,gameTime,timecode,team,team_code,team_id,zone,name,action,outcome,flags,x,y,x_adj,y_adj,teammates_on_ice_ids,opponents_on_ice_ids,team_trio_id,team_pair_id,opponent_trio_id,opponent_pair_id,team_goalie_id,opponent_goalie_id,sequence_id,deployment_id
8473422.0,1,134.53333333333,134.53333333333,00:03:14:09,Chicago Blackhawks,CHI,16,nz,reception,N-ZONE PASS RECEPTION,successful,,-14.785866,39.47941,14.785866,-39.47941,"['8473422', '8478043', '8482117', '8481806', '8482176', '8481519']","['8475848', '8481523', '8482737', '8478851', '8482964', '8478470']","['8473422', '8478043', '8482117']","['8481806', '8482176']","['8475848', '8481523', '8482737']","['8478851', '8482964']",8481519,8478470,2,1.0
8473422.0,1,134.56666666667,134.56666666667,00:03:14:10,Chicago Blackhawks,CHI,16,nz,dumpin,CHIP DUMP-,failed,westofdot,-14.785866,39.47941,14.785866,-39.47941,"['8473422', '8478043', '8482117', '8481806', '8482176', '8481519']","['8475848', '8481523', '8482737', '8478851', '8482964', '8478470']","['8473422', '8478043', '8482117']","['8481806', '8482176']","['8475848', '8481523', '8482737']","['8478851', '8482964']",8481519,8478470,2,1.0
8473422.0,1,163.4,163.4,00:03:43:05,Chicago Blackhawks,CHI,16,dz,reception,D-ZONE PASS RECEPTION,successful,,28.970016,-3.773529,-28.970016,3.773529,"['8473422', '8478043', '8482117', '8481806', '8482176', '8481519']","['8475848', '8481523', '8482737', '8478851', '8482964', '8478470']","['8473422', '8478043', '8482117']","['8481806', '8482176']","['8475848', '8481523', '8482737']","['8478851', '8482964']",8481519,8478470,2,1.0
8473422.0,1,163.53333333333,163.53333333333,00:03:43:09,Chicago Blackhawks,CHI,16,dz,carry,CONTROLLED EXIT FROM DZ,successful,,25.952362,-4.7794113,-25.952362,4.7794113,"['8473422', '8478043', '8482117', '8481806', '8482176', '8481519']","['8475848', '8481523', '8482737', '8478851', '8482964', '8478470']","['8473422', '8478043', '8482117']","['8481806', '8482176']","['8475848', '8481523', '8482737']","['8478851', '8482964']",8481519,8478470,2,1.0
8473422.0,1,165.1,165.1,00:03:44:26,Chicago Blackhawks,CHI,16,nz,carry,CARRY OVER REDLINE,successful,,-0.7035141,-21.879412,0.7035141,21.879412,"['8473422', '8478043', '8482117', '8481568', '8483506', '8481519']","['8475848', '8481523', '8482737', '8478851', '8482964', '8478470']","['8473422', '8478043', '8482117']","['8481568', '8483506']","['8475848', '8481523', '8482737']","['8478851', '8482964']",8481519,8478470,2,1.0
8473422.0,1,165.3,165.3,00:03:45:02,Chicago Blackhawks,CHI,16,nz,dumpin,DUMP IN+,successful,"rim, eastofdot",-6.2358704,-25.4,6.2358704,25.4,"['8473422', '8478043', '8482117', '8481568', '8483506', '8481519']","['8475848', '8481523', '8482737', '8478851', '8482964', '8478470']","['8473422', '8478043', '8482117']","['8481568', '8483506']","['8475848', '8481523', '8482737']","['8478851', '8482964']",8481519,8478470,2,1.0
8473422.0,1,214.06666666667,214.06666666667,00:05:22:19,Chicago Blackhawks,CHI,16,dz,faceoff,DZ REC FACE OFF+EXIT,successful,"strongside, eastfodot, righthandedopponent",70.20593,21.879936,-70.20593,-21.879936,"['8473422', '8476882', '8476473', '8481568', '8481519']","['8475848', '8479339', '8481523', '8484984', '8480865', '8478470']",,"['8476473', '8481568']",,,8481519,8478470,3,2.0
8473422.0,1,214.23333333333,214.23333333333,00:05:22:24,Chicago Blackhawks,CHI,16,dz,lpr,F/OFF LPR+ DZ,successful,,69.71089,21.876472,-69.71089,-21.876472,"['8473422', '8476882', '8476473', '8481568', '8481519']","['8475848', '8479339', '8481523', '8484984', '8480865', '8478470']",,"['8476473', '8481568']",,,8481519,8478470,3,2.0
8473422.0,1,214.26666666667,214.26666666667,00:05:22:25,Chicago Blackhawks,CHI,16,dz,pass,DZONE D2D+,successful,westside,69.71089,21.876472,-69.71089,-21.876472,"['8473422', '8476882', '8476473', '8481568', '8481519']","['8475848', '8479339', '8481523', '8484984', '8480865', '8478470']",,"['8476473', '8481568']",,,8481519,8478470,3,2.0
8473422.0,1,287.66666666667,287.66666666667,00:07:07:00,Chicago Blackhawks,CHI,16,dz,lpr,DEF LPR DZ,successful,alongboards,93.852066,-7.294117,-93.852066,7.294117,"['8473422', '8476882', '8476473', '8481568', '8481519']","['8480018', '8481540', '8482737', '8483515', '8483457', '8478470']",,"['8476473', '8481568']",,,8481519,8478470,4,3.0
