,time_together
8480873_vs_8482803,13
8474590_vs_8482803,14
8474590_vs_8476885,14
8476885_vs_8480873,14
8476885_vs_8478911,17
8478911_vs_8482803,16
8480873_vs_8481563,10
8478911_vs_8481563,8
8478911_vs_8483490,7
8480873_vs_8483490,13
8480796_vs_8483490,8
8480796_vs_8481563,9
8477845_vs_8483490,10
8479345_vs_8481563,12
8477845_vs_8481563,10
8479345_vs_8483490,10
8477845_vs_8481605,12
8475462_vs_8479345,12
8475462_vs_8477845,10
8479345_vs_8481605,11
8476885_vs_8477845,12
8476885_vs_8479345,14
8479345_vs_8482803,14
8477845_vs_8482803,13
8474590_vs_8481563,9
8474590_vs_8483490,10
8474590_vs_8475462,11
8475462_vs_8480873,10
8474590_vs_8481605,13
8480873_vs_8481605,10
8478911_vs_8481605,21
8475462_vs_8478911,16
8475462_vs_8480796,12
8480796_vs_8481605,16
8476885_vs_8480796,15
8480796_vs_8482803,15
