,time_together
8480806_vs_8481542,14
8476934_vs_8482762,7
8482078_vs_8475462,15
8477946_vs_8475462,13
8479337_vs_8475462,15
8482078_vs_8483490,17
8477946_vs_8483490,14
8476934_vs_8481542,14
8481517_vs_8482762,9
8480806_vs_8482762,7
8479337_vs_8483490,15
8481517_vs_8481542,11
8480806_vs_8476979,13
8476934_vs_8476979,11
8481517_vs_8476979,13
8476934_vs_8481607,9
8480806_vs_8481607,13
8481517_vs_8481607,12
8474141_vs_8475462,13
8474141_vs_8483490,10
8477429_vs_8475462,11
8477429_vs_8483490,8
8481533_vs_8481542,13
8477429_vs_8475208,10
8478366_vs_8481542,16
8474141_vs_8481563,8
8477456_vs_8475208,12
8478873_vs_8481542,15
8477429_vs_8481563,7
8481533_vs_8482762,9
8477456_vs_8481563,7
8478366_vs_8482762,12
8474141_vs_8475208,14
8478873_vs_8482762,12
8476458_vs_8473507,14
8481013_vs_8481605,11
8475765_vs_8481605,11
8473986_vs_8473507,16
8481013_vs_8482803,11
8476458_vs_8475279,14
8484153_vs_8475279,15
8483464_vs_8481605,10
8473986_vs_8475279,17
8483464_vs_8482803,10
8475765_vs_8482803,12
8484153_vs_8473507,16
8478424_vs_8475279,8
8478424_vs_8473507,5
8479992_vs_8482803,7
8478432_vs_8482803,8
8477527_vs_8475279,9
8477527_vs_8473507,7
8480813_vs_8482803,7
8483445_vs_8476979,12
8477527_vs_8481607,11
8480813_vs_8475462,8
8478424_vs_8481607,10
8477527_vs_8476979,9
8478424_vs_8476979,9
8483445_vs_8481607,13
8479992_vs_8475462,7
8478432_vs_8475462,7
8478432_vs_8483490,6
8480813_vs_8483490,8
8479992_vs_8483490,6
8480806_vs_8473507,8
8483445_vs_8473507,8
8477946_vs_8475208,12
8481517_vs_8473507,8
8479337_vs_8475208,11
8482078_vs_8481563,5
8477946_vs_8481563,6
8479337_vs_8481563,6
8476934_vs_8473507,8
8482078_vs_8475208,11
8481517_vs_8475279,9
8476934_vs_8475279,10
8480806_vs_8475279,10
8479337_vs_8482803,10
8477946_vs_8482803,15
8474141_vs_8482803,10
8478873_vs_8475279,12
8481533_vs_8475279,12
8477429_vs_8482803,11
8477946_vs_8481605,11
8474141_vs_8481605,10
8477429_vs_8481605,8
8478366_vs_8475279,11
8477456_vs_8482803,12
8477456_vs_8481605,9
8478366_vs_8473507,11
8481533_vs_8473507,11
8478873_vs_8473507,11
8477456_vs_8475462,10
8477456_vs_8483490,9
8475765_vs_8483490,10
8483464_vs_8475462,7
8483464_vs_8483490,8
8475765_vs_8475462,9
8481013_vs_8475462,6
8481013_vs_8483490,8
8483464_vs_8481563,8
8481013_vs_8481563,8
8475765_vs_8481563,9
8483464_vs_8475208,13
8481013_vs_8475208,13
8475765_vs_8475208,15
8479992_vs_8481563,8
8478432_vs_8481563,9
8480813_vs_8481563,8
8479992_vs_8475208,10
8478432_vs_8475208,9
8480813_vs_8475208,9
8479337_vs_8481605,10
8473986_vs_8481542,11
8482078_vs_8481605,10
8478424_vs_8481542,8
8479992_vs_8481605,7
8478432_vs_8481605,7
8480813_vs_8481605,10
8478873_vs_8476979,8
8478366_vs_8476979,6
8481533_vs_8476979,8
8478873_vs_8481607,8
8478366_vs_8481607,4
8481533_vs_8481607,7
8483445_vs_8475279,10
8476458_vs_8482762,7
8484153_vs_8482762,5
8482078_vs_8482803,13
8473986_vs_8482762,4
8484153_vs_8481542,9
8476458_vs_8481542,13
8477527_vs_8481542,5
8477527_vs_8482762,1
8483445_vs_8482762,3
8483445_vs_8481542,10
8478424_vs_8482762,1
8473986_vs_8481607,7
8473986_vs_8476979,8
8484153_vs_8481607,5
8476458_vs_8481607,5
8476458_vs_8476979,6
8484153_vs_8476979,7
