period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",NYI,TOR,2,10,"['8473504', '8474709', '8476419']","['8480865', '8481014']","['8478483', '8479318', '8482720']","['8474673', '8476853']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, righthandedopponent",NYI,TOR,2,10,"['8473504', '8474709', '8476419']","['8476429', '8476917']","['8478483', '8479318', '8482720']","['8474673', '8476853']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+,"centerfodot, righthandedopponent",NYI,TOR,2,10,"['8473504', '8474709', '8476419']","['8476429', '8476917']","['8478483', '8479318', '8482720']","['8474673', '8476853']",5,5,5v5
4,3600.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",NYI,TOR,2,10,"['8476419', '8481601']",['8480865'],"['8478483', '8479318']",['8476931'],3,3,3v3
